loan_id,borrower_id,loan_amount,funded_amount,term_months,interest_rate,installment,grade,sub_grade,purpose,issue_date,initial_list_status,application_type
1776,14368,12000.0,11834.79,36,11.98,392.97,B,B1,debt_consolidation,2021-09-01,f,Individual
1777,11061,20000.0,19641.88,36,5.76,595.41,A,A3,major_purchase,2022-11-24,w,Joint App
1778,13118,18000.0,17629.18,36,14.1,603.38,C,C1,vacation,2024-05-05,w,Individual
1779,9551,7500.0,7490.18,36,5.55,226.34,A,A1,moving,2023-12-18,f,Individual
1780,14225,25000.0,24967.46,36,21.48,946.82,E,E1,small_business,2023-11-28,f,Individual
1781,14995,12000.0,11998.03,36,19.68,443.94,D,D2,vacation,2020-06-27,f,Individual
1782,14241,20000.0,19406.85,60,11.22,424.08,B,B2,small_business,2023-11-12,w,Joint App
1783,11654,10000.0,9706.05,60,11.64,214.14,B,B3,small_business,2022-07-30,f,Joint App
1784,3723,12000.0,11804.24,36,11.48,389.14,B,B4,vacation,2024-02-25,w,Joint App
1785,8485,5000.0,4881.91,36,7.51,151.88,A,A4,moving,2020-02-09,f,Joint App
1786,9372,25000.0,24265.59,36,11.16,796.26,B,B5,medical,2024-05-25,f,Joint App
1787,3531,30000.0,29703.27,36,29.14,1247.0,G,G2,medical,2021-01-28,f,Joint App
1788,6682,10000.0,9861.86,60,11.42,216.49,B,B1,other,2023-03-06,w,Individual
1789,2867,20000.0,19670.99,36,8.45,620.51,B,B1,home_improvement,2023-05-13,w,Joint App
1790,3802,10000.0,9998.9,36,28.58,416.73,G,G1,wedding,2023-05-06,w,Individual
1791,401,10000.0,9837.97,60,11.28,215.28,B,B4,small_business,2021-11-30,f,Individual
1792,3824,35000.0,34678.9,36,17.76,1249.55,D,D2,educational,2021-03-31,f,Joint App
1793,8596,20000.0,19595.36,60,9.72,413.65,B,B3,other,2022-08-11,w,Joint App
1794,3786,25000.0,24825.12,36,26.76,1010.3,F,F3,car,2021-10-25,f,Individual
1795,6614,15000.0,14928.84,36,7.43,463.9,A,A3,major_purchase,2023-06-09,w,Individual
1796,6227,20000.0,19796.13,60,24.49,575.14,F,F2,other,2022-01-20,w,Individual
1797,4505,20000.0,19401.76,36,5.39,584.89,A,A1,car,2020-02-26,w,Joint App
1798,4531,10000.0,9713.36,36,10.85,317.31,B,B5,small_business,2021-01-15,f,Individual
1799,10318,20000.0,19988.21,36,5.62,604.64,A,A5,medical,2020-07-23,w,Joint App
1800,663,25000.0,24371.19,36,16.28,860.19,D,D2,debt_consolidation,2024-05-05,f,Joint App
1801,8358,18000.0,17614.59,60,16.05,428.82,D,D4,home_improvement,2020-05-12,f,Individual
1802,12503,15000.0,14873.3,36,15.26,517.48,C,C2,medical,2021-02-02,f,Joint App
1803,8130,12000.0,11888.93,36,11.96,394.66,B,B1,debt_consolidation,2020-08-11,w,Individual
1804,2277,12000.0,11911.24,60,12.69,269.13,C,C4,debt_consolidation,2023-03-11,f,Joint App
1805,8754,40000.0,39853.25,36,23.88,1561.05,E,E3,medical,2023-08-28,f,Joint App
1806,12155,10000.0,9728.54,36,7.13,300.97,A,A1,wedding,2023-01-01,f,Individual
1807,6817,25000.0,24814.88,36,18.28,900.61,D,D4,car,2020-12-18,f,Joint App
1808,7540,20000.0,19595.05,60,12.14,437.27,C,C1,other,2022-05-03,f,Individual
1809,37,5000.0,4903.87,36,13.38,166.13,C,C4,other,2021-01-31,w,Individual
1810,7240,15000.0,14550.36,36,9.45,465.75,B,B2,moving,2021-08-10,f,Joint App
1811,5779,15000.0,14778.41,36,26.89,602.46,F,F4,home_improvement,2022-01-21,w,Joint App
1812,13312,12000.0,11963.95,36,5.51,361.32,A,A4,debt_consolidation,2022-09-18,f,Individual
1813,839,18000.0,17606.98,60,21.39,480.2,E,E5,debt_consolidation,2020-06-17,w,Individual
1814,7558,20000.0,19471.51,36,10.56,633.42,B,B3,credit_card,2021-12-12,f,Individual
1815,8727,20000.0,19674.94,36,12.34,656.69,C,C2,wedding,2021-06-22,f,Individual
1816,2476,10000.0,9749.95,60,7.45,195.14,A,A1,wedding,2021-08-24,f,Individual
1817,357,20000.0,19417.24,60,6.95,384.03,A,A3,small_business,2023-06-10,w,Individual
1818,1184,35000.0,34482.02,36,23.31,1340.37,E,E1,small_business,2022-02-23,f,Joint App
1819,6931,7500.0,7350.04,36,21.82,280.02,E,E2,vacation,2022-01-07,w,Individual
1820,5020,5000.0,4986.54,36,16.47,176.47,D,D3,major_purchase,2024-01-02,w,Individual
1821,7558,10000.0,9951.66,60,26.67,301.92,F,F3,educational,2020-06-19,w,Joint App
1822,7958,25000.0,24970.54,60,14.71,590.25,C,C2,medical,2023-09-03,f,Individual
1823,12973,12000.0,11859.18,60,18.78,306.2,D,D3,educational,2022-05-19,f,Joint App
1824,11922,5000.0,4971.05,36,30.11,211.33,G,G2,home_improvement,2024-01-08,f,Joint App
1825,7041,25000.0,24385.92,36,18.33,885.65,D,D1,home_improvement,2022-10-20,w,Individual
1826,9567,35000.0,34186.27,36,8.63,1081.24,B,B2,vacation,2022-12-13,w,Individual
1827,8774,20000.0,19730.04,36,18.87,721.93,D,D4,wedding,2021-10-25,w,Individual
1828,2725,15000.0,14773.03,36,9.28,471.71,B,B2,medical,2020-08-20,f,Individual
1829,6025,40000.0,39461.02,36,13.63,1341.6,C,C1,small_business,2020-07-26,w,Joint App
1830,972,18000.0,17577.65,36,5.59,531.49,A,A3,wedding,2022-07-06,f,Joint App
1831,11749,10000.0,9762.99,36,9.26,311.64,B,B4,home_improvement,2021-04-27,w,Joint App
1832,3757,40000.0,39280.74,60,9.92,833.05,B,B2,educational,2023-10-11,w,Joint App
1833,8226,5000.0,4955.98,60,24.64,144.42,F,F5,vacation,2020-01-18,f,Joint App
1834,4254,15000.0,14904.11,60,12.11,332.36,C,C1,major_purchase,2020-03-02,f,Joint App
1835,8086,20000.0,19403.23,36,12.68,650.78,C,C2,debt_consolidation,2020-01-05,f,Joint App
1836,6971,10000.0,9829.76,36,5.66,297.53,A,A2,major_purchase,2022-12-08,f,Individual
1837,2020,35000.0,34851.39,36,11.27,1145.45,B,B5,car,2022-02-14,f,Joint App
1838,6558,5000.0,4894.38,36,20.33,182.72,E,E4,credit_card,2021-11-05,f,Individual
1839,10769,5000.0,4908.82,36,15.39,171.1,C,C5,moving,2021-08-29,w,Joint App
1840,6219,18000.0,17563.39,60,11.42,385.56,B,B2,medical,2022-02-19,w,Joint App
1841,1949,10000.0,9964.31,60,17.14,248.39,D,D4,major_purchase,2023-07-04,w,Individual
1842,1894,18000.0,17773.81,36,7.94,556.47,A,A1,wedding,2023-05-25,f,Joint App
1843,7074,30000.0,29795.04,36,8.55,941.25,B,B4,car,2021-02-04,w,Individual
1844,6566,12000.0,11656.19,36,14.46,400.99,C,C5,debt_consolidation,2023-10-17,f,Joint App
1845,5342,20000.0,19438.64,36,30.2,827.33,G,G1,small_business,2021-09-24,w,Individual
1846,13952,25000.0,24496.12,60,7.78,494.12,A,A4,vacation,2022-02-03,f,Individual
1847,13291,20000.0,19884.89,36,6.06,605.48,A,A5,credit_card,2021-06-16,f,Joint App
1848,6548,20000.0,19677.94,36,16.3,694.74,D,D3,debt_consolidation,2020-09-21,f,Joint App
1849,5598,20000.0,19475.42,36,7.21,603.22,A,A1,home_improvement,2023-01-12,f,Joint App
1850,5612,20000.0,19488.09,36,18.0,704.54,D,D2,other,2021-03-25,f,Joint App
1851,3398,10000.0,9954.27,36,19.23,366.04,D,D1,vacation,2021-05-10,f,Individual
1852,13600,30000.0,29776.14,60,19.28,777.0,D,D4,car,2020-12-24,w,Joint App
1853,12200,15000.0,14958.11,36,16.52,529.73,D,D4,debt_consolidation,2020-12-25,f,Joint App
1854,5116,12000.0,11767.24,60,6.61,230.85,A,A2,car,2022-05-26,w,Individual
1855,3042,20000.0,19649.06,60,11.82,435.3,B,B4,other,2020-11-01,f,Joint App
1856,10642,15000.0,14720.41,36,16.54,521.46,D,D1,medical,2023-03-01,f,Joint App
1857,11234,40000.0,38809.44,36,18.3,1408.9,D,D2,moving,2021-11-08,w,Individual
1858,395,15000.0,14987.75,36,11.65,495.31,B,B4,credit_card,2021-06-01,f,Individual
1859,11724,12000.0,11980.79,36,16.81,426.02,D,D2,moving,2022-12-07,w,Individual
1860,13932,5000.0,4877.89,60,7.04,96.68,A,A5,moving,2020-07-25,f,Individual
1861,11732,12000.0,11693.36,60,16.16,285.35,D,D3,medical,2021-01-19,w,Individual
1862,8850,15000.0,14923.79,36,6.42,456.86,A,A1,wedding,2020-09-13,f,Individual
1863,8150,35000.0,34359.43,36,11.77,1137.45,B,B3,educational,2021-12-12,w,Individual
1864,6631,15000.0,14839.97,60,10.75,320.81,B,B1,medical,2023-02-10,w,Individual
1865,3624,15000.0,14972.04,60,9.15,311.89,B,B5,home_improvement,2022-12-27,f,Joint App
1866,14761,15000.0,14735.41,36,15.61,515.22,C,C5,credit_card,2023-05-14,f,Individual
1867,11221,18000.0,17819.97,36,20.12,663.34,E,E2,educational,2022-01-29,f,Joint App
1868,9441,7500.0,7448.74,36,26.52,302.18,F,F2,debt_consolidation,2021-03-14,f,Joint App
1869,2465,10000.0,9962.57,36,12.92,335.29,C,C1,small_business,2021-07-10,w,Joint App
1870,14545,15000.0,14643.01,60,19.53,384.13,D,D1,medical,2022-01-08,f,Joint App
1871,2686,20000.0,19518.28,36,9.38,624.13,B,B5,wedding,2023-08-06,f,Joint App
1872,5916,18000.0,17463.83,36,30.42,745.39,G,G4,credit_card,2021-04-14,f,Individual
1873,8290,15000.0,14762.1,36,14.75,509.93,C,C3,credit_card,2021-06-05,w,Joint App
1874,1559,25000.0,24997.71,60,18.9,647.08,D,D2,major_purchase,2020-08-02,f,Joint App
1875,5604,15000.0,14710.11,36,8.77,466.2,B,B1,wedding,2021-02-19,f,Individual
1876,12057,18000.0,17811.38,60,28.17,556.4,G,G3,wedding,2023-09-09,f,Joint App
1877,12309,30000.0,29959.0,60,19.39,783.6,D,D1,car,2023-12-21,f,Individual
1878,2629,12000.0,11987.38,60,25.66,356.5,F,F5,educational,2020-04-30,f,Individual
1879,14616,7500.0,7364.45,60,14.08,171.66,C,C3,educational,2020-01-14,w,Individual
1880,7883,15000.0,14839.8,36,28.32,616.4,G,G4,small_business,2023-01-01,f,Joint App
1881,1828,15000.0,14918.83,36,8.18,468.74,B,B1,vacation,2022-04-17,w,Joint App
1882,3142,7500.0,7444.43,36,8.74,235.83,B,B3,debt_consolidation,2022-07-05,w,Joint App
1883,5633,35000.0,34726.32,36,29.38,1462.42,G,G3,medical,2023-11-27,w,Individual
1884,9794,18000.0,17875.19,36,14.68,616.85,C,C3,medical,2020-06-01,f,Individual
1885,2405,10000.0,9785.83,36,18.65,356.98,D,D3,home_improvement,2022-03-04,f,Individual
1886,9262,15000.0,14951.67,60,7.43,299.1,A,A3,debt_consolidation,2022-12-01,f,Individual
1887,4178,5000.0,4942.21,36,20.11,183.95,E,E3,small_business,2020-01-15,f,Joint App
1888,13201,5000.0,4885.5,36,18.71,178.37,D,D2,major_purchase,2024-03-26,f,Individual
1889,14430,7500.0,7327.0,36,7.67,228.49,A,A4,medical,2023-06-26,f,Joint App
1890,7132,20000.0,19973.62,36,17.5,717.09,D,D5,small_business,2020-05-03,w,Individual
1891,1465,10000.0,9720.72,60,9.48,204.06,B,B2,vacation,2022-09-22,f,Individual
1892,13695,12000.0,11900.1,36,28.45,495.13,G,G2,home_improvement,2022-12-16,w,Individual
1893,157,10000.0,9985.33,60,19.95,264.27,D,D1,car,2020-10-30,f,Joint App
1894,8799,30000.0,29817.96,60,30.54,974.63,G,G5,credit_card,2022-01-26,f,Joint App
1895,2131,15000.0,14892.87,60,12.6,335.82,C,C1,medical,2022-06-08,f,Joint App
1896,14691,20000.0,19662.67,36,19.3,723.74,D,D3,moving,2022-12-11,w,Joint App
1897,13029,15000.0,14582.46,36,30.62,624.01,G,G5,medical,2023-01-27,f,Joint App
1898,10985,20000.0,19463.65,36,18.78,711.3,D,D3,wedding,2022-04-16,w,Joint App
1899,3750,10000.0,9745.17,60,23.44,277.19,E,E1,major_purchase,2020-07-31,w,Individual
1900,3598,15000.0,14925.65,36,13.64,507.52,C,C1,other,2023-02-28,f,Joint App
1901,10469,25000.0,24309.83,36,29.07,1019.65,G,G4,moving,2022-04-27,f,Joint App
1902,11691,10000.0,9792.39,36,8.67,309.89,B,B4,car,2024-02-06,f,Individual
1903,1807,20000.0,19593.57,36,10.99,641.38,B,B2,debt_consolidation,2021-05-01,f,Individual
1904,7591,25000.0,24850.15,60,13.26,568.73,C,C3,debt_consolidation,2023-07-19,f,Joint App
1905,7842,10000.0,9808.42,36,11.74,324.56,B,B3,moving,2023-02-07,w,Individual
1906,14070,20000.0,19983.24,36,7.73,623.72,A,A4,moving,2023-03-08,f,Joint App
1907,14589,18000.0,17860.47,60,26.23,537.19,F,F5,vacation,2023-03-25,f,Individual
1908,2596,18000.0,17873.67,36,12.51,598.02,C,C4,moving,2023-05-25,w,Individual
1909,12437,7500.0,7338.66,60,9.88,155.49,B,B4,major_purchase,2020-10-06,f,Individual
1910,6199,10000.0,9879.23,36,9.13,314.75,B,B4,vacation,2024-03-26,f,Joint App
1911,3142,5000.0,4956.4,36,30.28,211.17,G,G3,major_purchase,2023-06-23,f,Individual
1912,7349,7500.0,7289.29,36,6.69,224.04,A,A3,wedding,2020-11-09,f,Individual
1913,1345,10000.0,9841.09,36,13.81,335.44,C,C5,debt_consolidation,2021-05-31,w,Joint App
1914,9621,35000.0,34503.19,36,17.19,1233.4,D,D4,medical,2020-06-10,w,Joint App
1915,699,7500.0,7277.69,36,9.03,231.53,B,B5,wedding,2021-01-22,w,Joint App
1916,3669,7500.0,7276.86,60,6.33,141.8,A,A1,car,2021-05-07,f,Joint App
1917,13241,15000.0,14741.74,36,8.75,467.07,B,B5,car,2022-11-29,f,Joint App
1918,8787,5000.0,4928.86,36,14.72,170.19,C,C5,major_purchase,2021-12-23,f,Joint App
1919,5706,20000.0,19452.93,60,7.8,392.58,A,A2,moving,2021-10-14,f,Individual
1920,13696,7500.0,7360.95,36,29.1,308.87,G,G5,educational,2022-03-12,f,Individual
1921,12497,15000.0,14893.83,60,6.66,292.53,A,A1,vacation,2022-03-10,w,Individual
1922,14852,15000.0,14840.06,36,11.44,488.94,B,B2,wedding,2023-02-06,w,Joint App
1923,7302,15000.0,14905.23,36,30.21,634.47,G,G2,small_business,2022-08-25,w,Joint App
1924,934,15000.0,14954.79,60,7.01,296.19,A,A2,vacation,2022-09-06,f,Individual
1925,4691,7500.0,7290.45,60,17.5,183.15,D,D2,car,2021-12-08,w,Joint App
1926,10407,15000.0,14776.96,36,8.46,466.2,B,B5,educational,2022-09-06,f,Joint App
1927,12101,5000.0,4890.61,60,29.84,157.75,G,G3,medical,2021-05-22,f,Individual
1928,14422,10000.0,9806.86,60,14.04,228.39,C,C3,credit_card,2024-02-22,f,Joint App
1929,14677,12000.0,11887.78,36,18.22,431.08,D,D4,credit_card,2021-02-06,f,Joint App
1930,1276,25000.0,24996.89,60,7.57,501.72,A,A5,home_improvement,2023-09-11,f,Joint App
1931,12915,12000.0,11719.53,36,21.54,444.79,E,E3,vacation,2022-09-15,w,Individual
1932,13714,7500.0,7465.44,36,27.48,306.7,F,F5,other,2020-09-19,w,Individual
1933,9048,15000.0,14703.68,36,9.73,472.58,B,B1,educational,2020-04-25,w,Joint App
1934,8544,18000.0,17567.12,36,18.89,642.96,D,D1,other,2023-10-15,w,Joint App
1935,13687,10000.0,9771.19,36,8.38,307.91,B,B5,wedding,2022-12-05,w,Joint App
1936,10957,7500.0,7407.86,60,7.13,147.14,A,A2,major_purchase,2020-07-08,f,Joint App
1937,11304,7500.0,7384.1,36,7.18,228.61,A,A3,credit_card,2023-09-25,f,Joint App
1938,6063,15000.0,14730.79,36,24.78,583.98,F,F5,moving,2022-04-17,w,Joint App
1939,14559,10000.0,9828.87,60,23.42,279.46,E,E5,wedding,2024-01-19,w,Joint App
1940,13150,30000.0,29180.67,36,16.01,1026.05,D,D1,major_purchase,2023-02-19,f,Individual
1941,11639,15000.0,14604.35,36,14.12,499.99,C,C3,small_business,2023-05-12,f,Joint App
1942,1841,12000.0,11805.6,36,13.57,401.03,C,C3,moving,2021-04-01,w,Joint App
1943,11039,10000.0,9763.5,36,13.77,332.6,C,C5,moving,2022-05-14,f,Individual
1944,4248,10000.0,9976.14,36,15.89,350.19,C,C1,debt_consolidation,2023-09-28,f,Individual
1945,1995,18000.0,17978.16,36,19.04,659.37,D,D4,vacation,2023-10-26,w,Joint App
1946,13843,25000.0,24815.22,60,7.24,494.19,A,A1,educational,2024-02-28,f,Individual
1947,14360,10000.0,9741.82,36,20.8,366.02,E,E2,wedding,2021-06-04,f,Joint App
1948,3681,7500.0,7321.67,60,19.78,193.08,D,D3,wedding,2023-04-07,f,Individual
1949,8937,15000.0,14723.87,60,23.0,415.07,E,E3,major_purchase,2022-07-31,w,Joint App
1950,4153,12000.0,11852.09,36,8.55,374.42,B,B2,small_business,2020-04-30,w,Individual
1951,3357,12000.0,11784.18,60,18.08,299.75,D,D4,car,2020-07-24,w,Joint App
1952,1484,12000.0,11736.42,36,13.72,399.53,C,C5,moving,2020-10-17,w,Joint App
1953,13049,15000.0,14750.81,60,15.95,358.32,C,C3,small_business,2021-01-28,w,Individual
1954,3357,12000.0,11879.53,60,11.64,262.1,B,B2,wedding,2021-09-20,w,Joint App
1955,6432,15000.0,14817.64,36,23.53,577.69,E,E1,home_improvement,2022-01-03,f,Joint App
1956,3583,5000.0,4859.62,60,9.01,100.9,B,B4,wedding,2024-01-16,f,Joint App
1957,6299,15000.0,14634.35,36,13.58,497.19,C,C4,home_improvement,2020-06-28,f,Joint App
1958,2105,20000.0,19588.53,36,16.72,695.66,D,D3,credit_card,2020-01-27,w,Individual
1959,7720,12000.0,11763.81,36,7.51,365.98,A,A1,small_business,2020-07-02,w,Joint App
1960,4208,15000.0,14768.54,36,26.55,599.37,F,F1,moving,2022-06-08,w,Individual
1961,11349,35000.0,34352.26,60,10.33,735.47,B,B5,educational,2023-04-03,w,Individual
1962,13428,20000.0,19776.16,36,6.52,606.3,A,A4,medical,2022-09-07,f,Individual
1963,8104,30000.0,29573.81,36,6.2,902.38,A,A3,vacation,2021-03-26,f,Individual
1964,3890,15000.0,14556.68,36,9.47,466.09,B,B4,major_purchase,2021-04-10,f,Joint App
1965,13669,25000.0,24988.55,60,23.17,706.88,E,E3,credit_card,2024-04-11,w,Joint App
1966,13761,15000.0,14770.95,36,6.53,452.92,A,A1,major_purchase,2022-05-29,f,Individual
1967,10831,10000.0,9706.62,36,21.09,366.15,E,E4,educational,2024-02-20,f,Joint App
1968,11775,20000.0,19954.01,36,7.32,619.05,A,A4,car,2021-11-08,f,Joint App
1969,9725,10000.0,9946.24,36,15.29,346.2,C,C3,small_business,2020-11-27,w,Individual
1970,1122,10000.0,9912.27,36,10.15,320.54,B,B2,debt_consolidation,2023-02-24,w,Joint App
1971,14486,18000.0,17786.68,36,17.45,638.13,D,D4,vacation,2022-12-17,w,Joint App
1972,11771,7500.0,7287.94,36,5.73,220.82,A,A1,small_business,2021-11-06,w,Joint App
1973,2352,18000.0,17581.43,60,30.44,573.58,G,G5,medical,2023-04-07,w,Individual
1974,156,15000.0,14803.28,60,17.22,369.65,D,D4,educational,2023-08-13,f,Joint App
1975,1892,35000.0,34119.45,36,20.33,1273.75,E,E4,debt_consolidation,2023-11-13,f,Individual
1976,14474,15000.0,14958.49,36,6.11,455.81,A,A5,medical,2021-10-30,f,Individual
1977,2029,18000.0,17833.14,36,15.01,618.28,C,C3,medical,2021-01-22,f,Individual
1978,2716,15000.0,14993.22,36,9.96,483.51,B,B4,other,2022-04-18,f,Individual
1979,13965,18000.0,17918.09,36,15.45,625.09,C,C1,debt_consolidation,2020-12-01,w,Joint App
1980,6974,10000.0,9711.65,60,16.67,239.64,D,D5,major_purchase,2021-11-19,f,Joint App
1981,14844,18000.0,17874.05,36,30.26,761.33,G,G2,vacation,2024-02-17,f,Individual
1982,6923,5000.0,4915.48,60,10.55,105.77,B,B1,moving,2021-03-03,w,Individual
1983,3693,10000.0,9853.39,60,9.98,209.26,B,B4,wedding,2021-12-28,w,Individual
1984,8165,18000.0,17944.84,36,14.27,615.67,C,C4,debt_consolidation,2020-06-22,w,Individual
1985,174,15000.0,14710.03,36,14.07,503.25,C,C3,debt_consolidation,2022-08-07,w,Joint App
1986,5926,7500.0,7306.99,36,9.36,233.59,B,B1,wedding,2022-02-08,f,Individual
1987,2727,10000.0,9885.36,36,7.03,305.37,A,A4,moving,2022-06-16,w,Individual
1988,10895,7500.0,7460.62,36,20.91,280.73,E,E1,medical,2020-07-31,w,Joint App
1989,1022,20000.0,19508.17,36,10.68,635.72,B,B2,debt_consolidation,2023-12-16,f,Individual
1990,8661,18000.0,17973.77,36,7.68,560.58,A,A1,credit_card,2021-07-12,f,Individual
1991,6785,7500.0,7392.11,60,18.61,190.17,D,D1,medical,2022-05-20,w,Individual
1992,139,18000.0,17611.69,60,9.19,367.22,B,B3,major_purchase,2023-12-16,f,Joint App
1993,2667,7500.0,7494.02,36,7.28,232.35,A,A4,major_purchase,2020-06-04,f,Joint App
1994,14713,25000.0,24900.93,60,23.3,706.27,E,E5,other,2023-02-27,w,Individual
1995,10126,10000.0,9962.07,60,25.0,292.4,F,F5,other,2021-03-23,f,Individual
1996,1342,25000.0,24953.96,36,22.65,961.41,E,E2,medical,2020-01-29,f,Individual
1997,6320,25000.0,24397.11,36,30.8,1046.41,G,G5,wedding,2023-03-31,w,Individual
1998,3913,12000.0,11821.97,60,18.8,305.37,D,D5,home_improvement,2022-10-17,w,Joint App
1999,8502,25000.0,24894.36,60,18.36,637.04,D,D5,vacation,2021-12-14,f,Individual
2000,9858,15000.0,14957.83,60,6.96,295.9,A,A3,credit_card,2023-06-23,w,Individual
2001,6290,15000.0,14649.74,36,6.57,449.47,A,A1,wedding,2023-04-11,f,Joint App
2002,5747,15000.0,14777.42,36,10.46,480.02,B,B3,debt_consolidation,2022-09-12,f,Joint App
2003,8848,10000.0,9868.12,36,15.72,345.57,C,C1,car,2024-03-03,f,Individual
2004,14880,10000.0,9848.86,36,6.1,300.07,A,A2,wedding,2022-08-18,f,Joint App
2005,2767,25000.0,24417.42,36,9.43,781.36,B,B1,small_business,2022-02-09,w,Individual
2006,9406,10000.0,9995.74,60,13.3,228.97,C,C1,wedding,2023-05-01,f,Joint App
2007,14575,25000.0,24806.57,36,7.75,774.49,A,A2,vacation,2022-10-14,w,Joint App
2008,8848,7500.0,7393.89,36,9.82,237.96,B,B3,wedding,2021-12-26,w,Joint App
2009,1192,10000.0,9844.25,60,15.72,237.93,C,C1,major_purchase,2022-09-18,f,Joint App
2010,3077,10000.0,9985.73,36,7.78,311.9,A,A1,vacation,2021-11-24,w,Joint App
2011,11111,18000.0,17694.41,36,11.77,585.77,B,B5,credit_card,2022-10-19,f,Individual
2012,12965,35000.0,34465.97,36,17.07,1230.01,D,D3,major_purchase,2022-02-18,w,Joint App
2013,6,20000.0,19855.64,60,12.92,450.96,C,C3,home_improvement,2022-10-27,w,Joint App
2014,273,15000.0,14732.19,60,8.24,300.41,B,B3,car,2021-06-28,w,Joint App
2015,14487,18000.0,17856.6,60,21.87,491.86,E,E4,other,2021-07-18,w,Individual
2016,303,35000.0,34843.06,36,14.07,1192.04,C,C3,credit_card,2021-08-20,f,Individual
2017,784,25000.0,24340.04,60,9.18,507.39,B,B5,medical,2020-05-03,w,Joint App
2018,2353,12000.0,11936.43,36,8.53,376.97,B,B5,debt_consolidation,2022-06-15,f,Individual
2019,4363,20000.0,19798.2,36,13.31,670.04,C,C4,moving,2020-06-07,f,Individual
2020,8617,25000.0,24705.01,36,16.13,870.14,D,D1,moving,2020-10-02,w,Joint App
2021,5817,7500.0,7456.07,60,30.56,243.8,G,G2,car,2023-04-01,f,Individual
2022,326,35000.0,34866.78,36,17.39,1249.87,D,D2,educational,2022-08-29,f,Individual
2023,4704,25000.0,24434.61,36,9.45,782.14,B,B5,educational,2022-08-02,w,Individual
2024,14123,15000.0,14703.01,36,23.77,575.07,E,E5,major_purchase,2020-09-27,w,Individual
2025,7740,5000.0,4858.8,36,6.16,148.17,A,A2,debt_consolidation,2024-03-07,f,Individual
2026,1311,10000.0,9935.38,60,12.13,221.66,C,C5,credit_card,2021-11-22,w,Individual
2027,1113,12000.0,11775.65,60,13.46,270.71,C,C5,medical,2020-01-22,w,Individual
2028,9814,30000.0,29809.48,36,23.35,1159.36,E,E5,credit_card,2022-10-20,w,Individual
2029,14802,25000.0,24812.3,36,16.65,880.31,D,D5,vacation,2023-07-10,w,Joint App
2030,6133,12000.0,11811.45,36,12.94,397.63,C,C4,medical,2020-07-31,w,Individual
2031,10462,40000.0,38899.19,36,14.5,1338.95,C,C4,vacation,2021-10-30,f,Joint App
2032,6424,15000.0,14682.56,60,7.42,293.65,A,A1,wedding,2024-02-24,f,Individual
2033,5569,15000.0,14578.02,36,16.62,516.99,D,D3,small_business,2022-08-03,f,Joint App
2034,10354,20000.0,19514.29,36,20.31,728.31,E,E2,car,2023-02-03,w,Joint App
2035,12932,18000.0,17495.24,36,15.84,613.7,C,C2,debt_consolidation,2020-08-13,f,Joint App
2036,11644,15000.0,14893.63,36,13.56,505.85,C,C5,credit_card,2021-08-22,w,Individual
2037,4019,20000.0,19627.45,60,6.58,384.77,A,A4,wedding,2022-01-22,f,Joint App
2038,2125,10000.0,9894.5,60,8.74,204.15,B,B2,credit_card,2023-02-17,w,Joint App
2039,5542,12000.0,11643.4,60,15.81,281.97,C,C2,credit_card,2023-10-10,f,Individual
2040,6386,18000.0,17888.34,60,17.71,451.43,D,D1,medical,2024-01-17,w,Individual
2041,3369,10000.0,9741.34,36,28.29,404.46,G,G4,wedding,2020-03-31,w,Individual
2042,6882,7500.0,7492.95,60,11.31,164.08,B,B2,wedding,2021-10-22,f,Individual
2043,11418,12000.0,11936.9,36,16.07,420.08,D,D3,car,2021-03-26,f,Joint App
2044,6097,12000.0,11868.78,36,11.93,393.82,B,B4,moving,2021-08-03,f,Joint App
2045,10177,35000.0,34658.86,36,6.92,1068.9,A,A5,other,2020-12-12,f,Joint App
2046,1392,20000.0,19679.59,36,18.41,715.52,D,D2,car,2023-05-02,f,Joint App
2047,12852,7500.0,7338.07,36,18.44,266.91,D,D1,credit_card,2023-07-08,f,Joint App
2048,7549,18000.0,17848.8,36,26.26,721.61,F,F2,wedding,2022-09-06,w,Individual
2049,2188,15000.0,14644.24,36,25.98,589.87,F,F4,vacation,2024-04-10,f,Individual
2050,3965,25000.0,24745.55,60,23.33,702.29,E,E1,vacation,2021-11-12,w,Individual
2051,5199,5000.0,4964.06,60,25.74,147.86,F,F1,debt_consolidation,2022-03-08,w,Individual
2052,10627,20000.0,19913.84,36,8.75,630.94,B,B3,car,2021-12-12,w,Individual
2053,9319,10000.0,9974.71,36,6.52,305.81,A,A4,major_purchase,2020-06-03,f,Joint App
2054,14783,15000.0,14608.8,36,8.44,460.76,B,B2,other,2020-02-08,w,Individual
2055,4845,12000.0,11722.63,36,14.0,400.65,C,C4,debt_consolidation,2020-07-05,w,Individual
2056,10076,7500.0,7446.47,60,6.27,144.9,A,A5,wedding,2021-05-02,w,Joint App
2057,5116,25000.0,24398.07,36,18.95,893.72,D,D5,car,2022-10-07,w,Joint App
2058,1755,5000.0,4983.87,60,28.48,156.62,G,G2,car,2024-01-26,w,Joint App
2059,9440,25000.0,24889.74,36,26.46,1008.93,F,F3,home_improvement,2022-04-25,f,Joint App
2060,12169,15000.0,14988.59,60,5.65,287.34,A,A4,major_purchase,2022-03-28,f,Joint App
