borrower_id,state,zip_code,annual_income,employment_length,home_ownership,fico_range_low,fico_range_high,open_accounts,total_accounts,delinq_2yrs,pub_rec,revol_util,dti,member_since
3681,VA,24376,12585.14,6,RENT,745,753,6,12,0,0,85.22,42.8,2022-08-03
3682,OH,45906,32058.62,7,RENT,732,740,10,32,0,0,57.67,13.88,2023-04-02
3683,FL,32490,171441.35,7,OWN,686,694,15,37,0,0,68.86,25.29,2019-08-08
3684,VA,23606,68309.84,4,RENT,721,729,10,15,1,0,46.09,8.54,2021-12-17
3685,MD,21059,67958.57,2,RENT,754,762,16,24,0,0,0.33,28.76,2020-03-29
3686,OH,43426,35430.52,3,MORTGAGE,583,591,18,17,1,0,61.11,30.18,2018-10-19
3687,PA,15617,26993.86,9,RENT,673,681,5,35,0,0,91.83,23.19,2023-08-21
3688,OH,43993,34674.93,3,RENT,820,828,7,19,0,1,51.07,29.82,2021-10-15
3689,GA,30660,75669.06,4,RENT,587,595,4,21,0,0,65.02,8.51,2018-02-05
3690,MO,65375,46151.69,10,MORTGAGE,674,682,11,31,2,1,81.67,29.24,2020-02-15
3691,AZ,85125,46500.84,5,OWN,838,846,11,15,0,0,37.41,8.88,2020-03-15
3692,MI,48558,59386.71,1,RENT,580,588,6,38,0,0,2.82,37.17,2022-05-02
3693,WA,99390,141803.96,6,OWN,782,790,8,33,0,1,38.73,40.98,2019-11-04
3694,MO,64654,38557.13,3,RENT,617,625,9,30,2,0,81.46,19.69,2022-10-30
3695,IL,62381,76531.53,2,MORTGAGE,593,601,8,36,0,0,49.76,29.36,2023-10-09
3696,MI,48589,44567.44,2,OWN,649,657,11,34,0,0,80.38,28.47,2019-08-20
3697,TX,77046,40597.86,3,MORTGAGE,689,697,7,24,0,0,44.28,27.65,2019-10-16
3698,VA,23345,26647.12,3,RENT,696,704,13,37,0,0,52.95,28.52,2022-05-16
3699,TX,78770,90150.54,5,RENT,730,738,15,33,0,0,6.47,43.79,2018-01-18
3700,NJ,08838,62764.82,2,MORTGAGE,719,727,6,12,0,0,61.54,19.25,2019-07-15
3701,CA,92799,122821.33,4,RENT,580,588,4,36,0,0,15.55,14.35,2021-05-08
3702,NC,27074,36678.43,9,RENT,599,607,3,31,0,0,11.08,25.52,2018-07-26
3703,OH,44652,14755.9,6,RENT,714,722,17,31,0,0,14.81,20.28,2020-04-25
3704,GA,31250,33525.15,6,RENT,595,603,6,25,0,0,67.37,10.19,2021-12-16
3705,CA,93466,81405.66,4,MORTGAGE,841,849,19,30,0,0,17.59,5.01,2021-08-05
3706,MD,21086,30220.8,3,OWN,578,586,4,35,0,0,83.74,21.59,2019-03-19
3707,MD,21648,82931.1,1,RENT,760,768,17,12,0,0,72.66,37.93,2020-01-16
3708,MI,48214,89137.07,1,MORTGAGE,843,851,4,16,0,0,52.97,28.79,2021-05-18
3709,WA,98971,53480.55,3,MORTGAGE,657,665,9,16,0,0,68.05,15.9,2022-02-11
3710,VA,23588,27676.03,4,MORTGAGE,751,759,13,30,0,1,33.41,16.39,2020-07-10
3711,CA,96146,125504.56,1,RENT,833,841,17,13,0,0,20.82,7.72,2021-06-07
3712,VA,24004,46539.24,1,RENT,585,593,18,28,1,0,51.3,35.03,2020-07-01
3713,IN,47921,90531.02,7,RENT,735,743,11,18,1,0,6.58,32.6,2019-10-17
3714,FL,33680,70687.01,8,OWN,632,640,15,10,0,0,83.63,6.15,2019-12-24
3715,TN,38149,25789.17,3,RENT,754,762,9,19,1,1,68.4,18.67,2018-05-01
3716,VA,24008,36570.32,3,MORTGAGE,742,750,15,29,0,0,28.46,26.19,2023-07-31
3717,TX,76178,22120.48,2,OWN,698,706,19,13,0,2,82.64,9.71,2019-06-03
3718,MD,21295,110318.78,10,MORTGAGE,666,674,6,26,0,1,48.12,16.35,2023-06-09
3719,WA,98920,36799.41,2,MORTGAGE,766,774,15,31,0,0,36.81,12.51,2021-02-14
3720,MI,48990,44713.08,1,RENT,733,741,17,17,0,0,78.11,23.38,2023-09-13
3721,MO,63462,48691.55,3,MORTGAGE,719,727,5,18,0,0,39.75,29.26,2018-10-04
3722,FL,33841,53506.28,5,RENT,589,597,10,17,1,0,21.55,26.18,2023-01-30
3723,AZ,86185,55778.59,0,OWN,695,703,18,23,0,0,91.91,29.03,2023-10-06
3724,IL,60629,30324.72,2,MORTGAGE,674,682,10,30,0,0,37.89,44.89,2021-03-04
3725,FL,32353,23250.78,2,MORTGAGE,672,680,13,31,0,0,78.85,41.64,2023-10-24
3726,CA,92465,29732.42,9,OWN,722,730,10,30,0,0,71.26,32.29,2022-04-19
3727,MA,01566,36370.79,4,MORTGAGE,603,611,13,29,0,0,58.65,20.17,2020-06-18
3728,VA,23380,102798.04,2,MORTGAGE,698,706,9,31,1,0,79.76,40.71,2022-05-13
3729,MA,02608,209582.59,4,MORTGAGE,655,663,10,16,0,0,13.4,39.31,2021-06-14
3730,MA,02239,50020.78,3,MORTGAGE,676,684,8,31,2,0,15.95,14.11,2021-04-15
3731,VA,22259,52652.93,2,MORTGAGE,663,671,12,13,0,1,76.16,39.69,2022-07-17
3732,FL,34120,11449.7,7,RENT,700,708,12,33,1,0,18.11,13.81,2018-05-12
3733,NY,14780,153886.6,5,RENT,783,791,6,10,0,0,50.78,21.08,2020-06-08
3734,OH,44009,184103.1,10,MORTGAGE,716,724,12,28,0,1,52.33,6.76,2022-05-12
3735,WI,54349,63389.72,9,OWN,715,723,11,22,0,0,8.29,17.46,2018-07-15
3736,VA,24582,73756.49,2,MORTGAGE,669,677,15,23,1,1,77.46,17.15,2018-07-24
3737,AZ,85862,12435.78,0,MORTGAGE,785,793,6,34,0,0,64.68,33.4,2021-05-08
3738,MA,01552,22699.78,3,RENT,578,586,8,21,0,0,23.98,25.24,2019-06-26
3739,FL,33267,41977.35,3,OWN,674,682,13,19,0,0,20.89,25.77,2021-11-26
3740,FL,32661,28788.34,6,MORTGAGE,580,588,15,30,0,0,20.83,35.71,2018-11-10
3741,VA,23231,33509.96,8,OWN,594,602,15,12,0,0,29.44,25.55,2023-03-03
3742,MO,65801,39509.69,4,OWN,743,751,3,24,1,0,31.01,6.2,2018-03-22
3743,OH,45142,104128.87,2,MORTGAGE,714,722,16,38,2,0,33.02,27.21,2023-11-18
3744,AZ,85134,43275.24,7,MORTGAGE,746,754,10,35,0,0,91.73,34.48,2019-10-04
3745,IL,60350,188001.12,10,MORTGAGE,693,701,17,39,0,0,54.69,12.23,2023-09-03
3746,MD,21033,50607.17,1,OWN,695,703,15,23,0,0,43.9,44.55,2019-05-07
3747,NJ,07624,40632.89,9,MORTGAGE,704,712,14,24,0,0,12.94,43.63,2019-07-25
3748,CA,93813,77437.36,4,RENT,695,703,11,29,2,0,33.96,25.23,2018-02-21
3749,PA,17663,11855.89,2,RENT,827,835,6,26,0,0,94.09,6.58,2022-12-29
3750,VA,22150,62948.92,9,RENT,668,676,16,16,0,0,69.71,32.32,2023-01-31
3751,MA,02163,32526.18,2,RENT,800,808,15,34,0,0,93.45,32.49,2023-07-05
3752,OH,45230,28421.51,7,RENT,690,698,15,25,0,0,20.49,35.79,2022-02-20
3753,CA,93245,71971.42,9,OWN,801,809,7,20,0,0,20.1,15.34,2023-02-28
3754,IL,61891,75628.3,3,MORTGAGE,693,701,12,26,0,0,30.54,42.77,2023-07-07
3755,MA,01998,55131.35,7,OWN,610,618,13,28,1,0,38.02,44.69,2023-06-23
3756,FL,32186,67319.22,8,MORTGAGE,759,767,14,18,0,1,94.48,11.69,2023-05-09
3757,WI,54059,40295.63,4,RENT,648,656,16,17,0,0,25.21,36.87,2018-06-03
3758,CA,95722,26881.2,3,OWN,717,725,18,17,0,0,45.25,27.09,2020-10-17
3759,MA,01547,28339.7,8,MORTGAGE,730,738,14,14,2,0,52.48,8.27,2018-08-13
3760,NY,11311,32283.0,4,MORTGAGE,832,840,6,38,0,0,94.82,12.87,2018-06-04
3761,TN,37012,54889.49,5,MORTGAGE,794,802,3,38,0,0,65.16,14.01,2019-06-24
3762,IN,46221,98731.07,8,OWN,728,736,19,28,0,0,41.52,6.33,2019-01-17
3763,MA,02603,137407.67,7,MORTGAGE,627,635,19,20,0,0,36.98,15.32,2019-04-25
3764,IN,47742,63587.93,8,RENT,627,635,4,21,0,0,63.69,41.73,2019-12-01
3765,VA,22562,55869.96,3,MORTGAGE,780,788,18,31,0,0,13.8,43.07,2022-02-12
3766,IL,62703,22970.55,1,MORTGAGE,789,797,16,26,0,0,55.12,11.28,2023-03-02
3767,OH,43714,49415.12,1,MORTGAGE,734,742,12,39,0,0,21.99,15.32,2023-04-23
3768,IL,61493,48587.03,8,MORTGAGE,623,631,3,32,0,0,77.93,43.26,2022-09-10
3769,OH,43281,27585.85,4,RENT,579,587,17,38,0,0,29.05,30.67,2022-08-22
3770,OH,44607,98083.68,6,MORTGAGE,797,805,4,28,0,0,40.16,17.47,2018-08-20
3771,FL,33921,25882.64,7,RENT,693,701,11,11,1,0,48.76,28.27,2019-02-22
3772,MA,02667,28063.43,6,OWN,603,611,13,13,0,0,8.03,28.05,2020-09-24
3773,CA,90047,25959.63,3,OWN,768,776,19,19,0,0,47.29,40.83,2019-06-29
3774,NY,11478,46321.99,3,MORTGAGE,727,735,16,19,0,0,72.27,26.81,2018-08-13
3775,TX,79789,68833.75,3,MORTGAGE,595,603,3,34,0,0,46.81,43.57,2023-07-01
3776,NY,10523,63545.74,2,RENT,607,615,16,17,1,1,76.66,31.68,2020-10-07
3777,MD,20848,60121.92,6,RENT,801,809,16,30,0,0,85.01,28.86,2020-01-07
3778,MI,48499,51567.97,2,RENT,789,797,6,15,0,0,45.33,30.2,2019-05-22
3779,IL,60077,32825.22,6,RENT,582,590,17,27,1,0,63.49,8.25,2022-08-15
3780,MD,21502,111355.24,3,RENT,729,737,4,38,0,0,72.5,36.18,2022-11-13
3781,IN,47535,35519.13,2,MORTGAGE,699,707,4,36,0,0,57.51,10.24,2021-08-31
3782,PA,15292,79946.32,0,MORTGAGE,669,677,7,14,0,0,0.41,8.3,2023-03-28
3783,WI,54857,39156.64,8,MORTGAGE,680,688,19,32,0,0,60.12,35.13,2023-01-30
3784,NJ,07671,119236.61,6,RENT,657,665,11,27,1,0,75.98,15.43,2019-05-06
3785,NY,10127,78472.4,5,MORTGAGE,679,687,14,37,0,0,87.52,16.05,2020-09-07
3786,MD,20812,73178.48,7,MORTGAGE,657,665,11,25,0,0,82.45,43.54,2019-02-14
3787,IN,46268,64237.58,3,MORTGAGE,652,660,11,20,0,0,69.35,24.06,2019-03-05
3788,AZ,86223,62005.25,1,RENT,776,784,13,24,0,0,5.69,8.14,2021-06-04
3789,IN,47178,32500.84,0,RENT,701,709,7,12,0,0,42.61,10.93,2022-10-08
3790,TX,76522,22714.7,7,MORTGAGE,656,664,5,36,0,0,45.94,34.83,2019-05-25
3791,NJ,08558,47939.2,4,OWN,677,685,7,24,0,0,14.04,43.94,2023-06-14
3792,NY,10200,39999.85,2,RENT,769,777,3,30,0,0,52.87,6.17,2023-02-03
3793,TN,37942,61173.57,6,MORTGAGE,671,679,10,18,1,0,48.51,37.61,2023-01-28
3794,MI,48829,14312.46,0,MORTGAGE,804,812,8,19,0,0,80.2,42.96,2020-06-15
3795,WA,99226,28762.9,9,OWN,740,748,17,33,1,0,46.59,41.36,2018-03-25
3796,MI,48227,52215.21,8,RENT,764,772,7,26,2,0,16.45,44.42,2018-12-19
3797,OH,45790,80712.78,3,RENT,627,635,3,16,0,0,10.28,5.87,2018-10-18
3798,IL,62188,58391.31,2,OWN,781,789,4,12,0,0,43.83,23.28,2020-07-21
3799,TX,76372,54317.11,7,RENT,748,756,19,28,0,0,52.52,22.65,2020-08-31
3800,VA,23102,3811.56,0,MORTGAGE,635,643,10,36,0,0,49.75,33.7,2019-11-21
3801,GA,31774,19368.35,8,RENT,580,588,8,12,0,0,90.31,43.43,2020-04-09
3802,AZ,85164,51844.7,10,MORTGAGE,813,821,14,26,0,0,93.63,29.05,2020-01-28
3803,MA,02778,26615.07,6,MORTGAGE,596,604,8,13,0,0,16.98,35.19,2018-11-06
3804,CA,93250,33307.14,1,MORTGAGE,716,724,11,28,0,0,83.97,32.06,2021-08-30
3805,TN,38424,37431.53,9,OWN,781,789,19,32,0,0,3.91,34.29,2021-06-10
3806,WA,98435,54085.99,5,MORTGAGE,821,829,11,12,0,0,1.44,7.15,2022-03-02
3807,WI,54922,39464.21,7,RENT,657,665,15,28,0,0,79.57,24.02,2020-04-18
3808,NJ,08673,56170.01,5,RENT,731,739,14,30,0,0,50.52,37.03,2020-04-13
3809,VA,24255,15362.72,8,OWN,651,659,8,30,0,0,11.25,35.41,2018-12-21
3810,MD,21893,69678.76,8,RENT,741,749,12,16,0,0,70.54,35.06,2019-03-14
3811,MD,20961,92601.43,1,RENT,584,592,6,31,0,0,56.26,39.16,2019-06-09
3812,GA,30809,20608.83,9,OWN,679,687,9,33,2,0,72.96,37.96,2021-04-16
3813,AZ,85494,27083.39,2,MORTGAGE,699,707,16,32,1,2,19.98,30.49,2021-03-06
3814,GA,31545,56329.7,9,RENT,580,588,5,38,0,1,80.03,21.51,2022-08-29
3815,MD,21882,54252.86,2,OWN,641,649,17,26,0,0,26.31,6.23,2021-06-18
3816,MI,49157,41903.33,2,RENT,688,696,19,12,0,1,68.02,17.63,2019-08-01
3817,MD,21077,39214.93,2,RENT,672,680,19,10,0,0,15.09,6.88,2020-12-16
3818,NY,14673,45653.79,5,MORTGAGE,588,596,19,15,0,0,25.1,41.82,2020-02-10
3819,AZ,86062,99823.8,6,RENT,597,605,9,11,0,0,22.73,19.58,2018-08-31
3820,MO,65689,73151.96,6,MORTGAGE,602,610,18,14,0,0,36.27,31.03,2023-02-10
3821,TX,77690,54197.96,2,RENT,623,631,19,39,0,0,69.01,32.36,2022-08-02
3822,OH,44521,23654.56,2,RENT,687,695,14,16,0,0,0.08,35.57,2021-02-05
3823,MD,21494,51934.83,8,MORTGAGE,829,837,9,32,1,0,50.8,31.13,2019-01-05
3824,WA,98480,63773.07,2,MORTGAGE,745,753,16,31,0,2,7.1,26.42,2019-11-01
3825,WI,54985,27914.29,6,RENT,735,743,19,16,0,0,29.35,17.47,2018-10-24
3826,VA,22779,51304.44,7,OWN,735,743,10,27,0,0,39.96,18.39,2018-05-01
3827,NY,11385,30441.42,6,RENT,792,800,19,35,1,0,55.98,39.35,2018-11-04
3828,CA,95168,35655.58,3,MORTGAGE,740,748,16,35,0,0,84.76,5.19,2023-05-30
3829,TN,37358,54376.37,1,RENT,804,812,18,39,0,1,39.96,10.86,2022-06-29
3830,NC,28593,44678.09,4,MORTGAGE,744,752,16,29,0,0,78.34,24.84,2019-07-15
3831,WI,54127,105102.52,2,RENT,705,713,14,13,0,1,76.66,29.57,2021-10-07
3832,IN,47508,100369.56,3,RENT,684,692,12,29,0,0,49.19,5.91,2021-11-10
3833,AZ,86344,49406.81,1,MORTGAGE,832,840,8,29,0,1,22.71,9.65,2023-03-28
3834,MO,63350,90894.66,1,OWN,662,670,17,35,0,0,1.39,30.42,2018-08-31
3835,MA,01255,40303.38,6,RENT,646,654,5,38,0,0,28.38,36.07,2020-04-09
3836,WA,98087,48150.33,7,MORTGAGE,740,748,19,26,0,0,37.49,28.45,2022-11-13
3837,MO,64100,61193.37,2,RENT,619,627,6,31,0,0,85.64,34.79,2018-08-07
3838,TN,37706,48140.15,3,RENT,609,617,17,17,0,0,23.86,43.43,2023-12-27
3839,VA,24131,18560.09,10,MORTGAGE,722,730,6,10,0,0,2.99,19.7,2018-08-30
3840,IN,47989,16060.51,3,MORTGAGE,711,719,10,37,1,0,85.78,36.14,2022-10-01
3841,NY,14484,47175.01,4,RENT,720,728,18,10,1,0,39.42,21.48,2020-12-21
3842,MA,02529,34409.61,2,RENT,642,650,10,34,0,0,62.93,21.7,2021-06-13
3843,MI,48001,41830.62,1,RENT,636,644,6,11,1,0,77.04,20.21,2022-12-31
3844,MI,49356,15478.23,1,MORTGAGE,582,590,16,30,0,0,73.98,21.39,2022-08-15
3845,WA,99120,48024.02,6,RENT,649,657,11,10,1,1,52.88,42.28,2022-04-19
3846,WI,53075,24772.91,8,MORTGAGE,657,665,7,36,0,0,35.49,25.08,2022-09-03
3847,AZ,85488,48445.3,5,RENT,726,734,16,24,0,0,41.52,35.56,2018-06-17
3848,AZ,85439,53859.92,3,RENT,736,744,19,37,0,0,70.31,22.78,2022-11-18
3849,PA,17670,111975.91,4,RENT,736,744,10,15,0,0,23.72,9.53,2023-05-10
3850,GA,30772,36126.58,5,OWN,732,740,15,24,0,0,63.42,16.29,2023-04-28
3851,NC,27065,30726.61,10,RENT,663,671,10,31,0,0,88.6,28.63,2022-02-28
3852,GA,30845,33933.12,7,MORTGAGE,729,737,16,31,0,0,44.63,24.75,2018-06-10
3853,OH,44156,27074.85,1,MORTGAGE,788,796,17,26,0,0,58.13,9.41,2022-06-09
3854,NJ,07278,35957.89,8,RENT,795,803,19,36,0,1,81.8,40.85,2018-04-15
3855,TN,37670,58408.56,8,OWN,689,697,14,31,0,0,68.87,31.34,2023-10-08
3856,CA,95685,23777.27,1,RENT,670,678,15,14,0,0,72.47,44.43,2018-03-22
3857,MI,49363,88346.59,6,RENT,653,661,17,22,0,0,37.66,17.74,2019-09-03
3858,IN,46580,36729.45,0,RENT,698,706,10,37,0,0,52.08,44.78,2020-05-11
3859,NJ,07709,28210.72,1,RENT,832,840,6,18,0,0,39.98,36.76,2020-06-25
3860,NC,27318,53122.52,6,RENT,770,778,14,18,3,0,54.27,14.17,2019-10-02
3861,IL,60130,73515.46,9,MORTGAGE,631,639,19,34,1,0,53.51,28.76,2021-08-06
3862,IN,47687,74652.04,9,MORTGAGE,631,639,8,30,0,0,48.75,33.67,2020-12-17
3863,WI,54219,68059.78,9,MORTGAGE,716,724,14,27,3,0,43.85,16.67,2021-11-07
3864,VA,23432,53181.53,9,OWN,678,686,6,17,0,0,12.57,41.48,2021-11-19
3865,FL,34476,157460.96,2,RENT,576,584,15,37,0,0,70.11,41.3,2019-12-11
3866,OH,44486,42885.55,4,RENT,788,796,9,39,0,0,38.87,16.76,2021-03-13
3867,WA,98398,95016.2,6,RENT,652,660,5,23,1,0,49.65,21.75,2021-01-03
3868,MI,49704,44126.29,4,RENT,761,769,9,32,0,0,12.68,13.57,2020-08-25
3869,WA,99206,54280.24,0,RENT,766,774,7,38,2,0,78.54,36.19,2018-08-10
3870,TX,78769,92235.29,7,OWN,696,704,15,35,0,0,42.76,12.48,2023-01-11
3871,NC,27295,166348.19,3,MORTGAGE,819,827,4,28,0,2,3.11,6.68,2022-06-25
3872,PA,19534,44296.38,5,MORTGAGE,616,624,16,36,0,0,38.16,13.19,2023-04-07
3873,WI,54215,40327.45,4,OWN,821,829,17,13,0,0,37.47,32.03,2022-10-15
3874,MD,21401,114907.9,8,RENT,674,682,10,32,2,2,3.96,19.36,2022-08-12
3875,NY,12448,24980.54,6,MORTGAGE,689,697,16,35,0,0,37.51,8.31,2019-03-21
3876,MO,63358,33217.77,8,RENT,742,750,15,13,1,0,74.77,7.43,2021-06-05
3877,MO,65346,22595.06,3,MORTGAGE,717,725,14,16,0,0,89.27,26.48,2022-04-15
3878,NY,14328,48633.5,1,MORTGAGE,686,694,3,35,0,0,79.39,42.8,2018-02-19
3879,VA,22994,42085.78,2,RENT,822,830,14,35,0,0,93.64,33.66,2019-04-14
3880,NJ,07892,166791.04,9,RENT,576,584,12,25,0,0,13.45,37.98,2018-08-31
3881,PA,15969,42790.38,1,OWN,636,644,10,16,2,0,67.65,38.74,2020-01-10
3882,MD,21542,87976.07,0,MORTGAGE,844,852,5,18,0,0,66.96,40.38,2020-09-22
3883,MA,01451,32774.64,3,MORTGAGE,811,819,6,29,1,0,28.68,12.67,2021-08-25
3884,OH,43030,47039.29,9,RENT,690,698,5,29,0,0,52.6,43.16,2020-04-18
3885,TN,37462,41310.67,3,RENT,717,725,13,12,0,0,42.77,33.68,2023-11-01
3886,NJ,07681,111204.98,5,MORTGAGE,701,709,14,19,1,0,81.29,8.38,2021-06-21
3887,CA,94787,41455.28,5,MORTGAGE,669,677,6,26,0,0,48.09,24.7,2022-01-21
3888,PA,17363,83800.39,4,RENT,697,705,6,17,0,0,38.59,24.91,2018-01-22
3889,WA,99067,25320.52,2,MORTGAGE,679,687,6,34,0,0,10.64,8.16,2023-01-14
3890,MA,02150,62716.47,3,MORTGAGE,695,703,18,21,0,0,51.52,21.64,2020-05-14
3891,NC,27897,20955.07,2,MORTGAGE,710,718,18,32,0,0,64.12,5.28,2020-10-09
3892,AZ,86459,47989.47,1,MORTGAGE,712,720,14,15,0,0,38.62,13.26,2020-03-24
3893,GA,31054,136089.09,2,RENT,787,795,4,20,0,0,6.9,11.19,2018-04-05
3894,MA,02255,21974.27,9,MORTGAGE,587,595,5,27,0,0,45.37,26.19,2021-10-17
3895,IL,61554,25167.05,3,RENT,724,732,15,23,3,0,4.76,11.37,2018-03-28
3896,NY,12041,65796.2,4,MORTGAGE,688,696,12,31,0,0,59.94,21.31,2019-07-06
3897,AZ,85099,91697.57,8,MORTGAGE,637,645,18,25,0,1,81.71,10.05,2021-05-24
3898,MO,65251,70178.86,9,RENT,646,654,6,39,0,0,57.98,12.08,2021-06-09
3899,IL,60241,31334.35,7,RENT,770,778,13,22,0,0,52.35,16.88,2019-08-06
3900,TN,37185,68613.7,1,MORTGAGE,671,679,8,38,0,0,7.22,42.01,2022-04-18
3901,WI,53645,75891.76,5,MORTGAGE,721,729,10,24,1,0,4.79,18.12,2018-09-14
3902,TN,37051,47484.55,2,OWN,831,839,8,34,0,2,71.82,8.6,2019-02-05
3903,CA,95324,81693.43,4,OWN,724,732,3,23,1,0,1.8,33.23,2018-09-14
3904,MO,64396,24098.73,8,RENT,743,751,13,22,0,0,57.79,15.01,2019-11-30
3905,PA,17797,34794.94,3,MORTGAGE,821,829,12,28,0,0,22.24,22.94,2018-04-26
3906,MD,21563,7622.73,2,RENT,676,684,11,32,3,0,57.3,43.51,2019-11-27
3907,IN,46234,15652.37,4,OWN,845,853,13,29,1,0,78.16,43.91,2018-03-03
3908,PA,15579,159508.65,5,MORTGAGE,828,836,19,21,2,0,47.35,39.57,2021-08-31
3909,MO,65767,83210.36,10,OWN,699,707,9,24,1,0,62.87,15.06,2021-11-23
3910,IN,46162,41980.41,2,RENT,710,718,7,38,2,0,92.8,39.54,2021-10-09
3911,TX,77168,32106.94,8,RENT,596,604,3,13,0,0,42.33,33.29,2022-09-20
3912,IL,62221,27787.29,1,RENT,771,779,9,28,0,1,93.81,37.58,2023-03-26
3913,GA,31387,37923.65,4,RENT,578,586,12,13,0,0,36.8,16.09,2019-10-12
3914,CA,94366,29868.03,0,OWN,687,695,15,26,0,1,40.99,20.65,2019-11-09
3915,VA,23468,10227.64,2,RENT,738,746,15,24,0,0,23.33,27.2,2023-07-20
3916,VA,23801,24025.7,3,OWN,783,791,12,38,0,1,28.56,28.18,2018-06-08
3917,OH,43542,31292.21,2,MORTGAGE,706,714,10,10,1,0,1.72,6.91,2021-03-28
3918,IN,46975,44260.11,8,OWN,833,841,5,10,0,1,4.26,14.59,2019-08-28
3919,AZ,85695,32708.32,5,MORTGAGE,647,655,18,37,2,0,75.88,16.38,2022-11-06
3920,CA,93083,76241.92,9,MORTGAGE,695,703,8,21,0,1,31.74,25.01,2020-12-19
3921,MO,64267,38734.01,1,MORTGAGE,643,651,6,39,0,0,34.21,29.61,2021-04-08
3922,IL,61768,66384.55,1,MORTGAGE,717,725,16,29,2,0,91.6,43.1,2021-12-12
3923,OH,44512,39808.3,5,MORTGAGE,686,694,14,18,0,0,73.21,12.99,2021-08-21
3924,MI,48736,35597.52,2,MORTGAGE,808,816,19,25,0,0,2.44,10.83,2021-07-18
3925,PA,16681,34092.7,2,MORTGAGE,625,633,18,30,0,0,51.66,7.63,2018-03-23
3926,NC,28852,71395.02,6,MORTGAGE,626,634,9,23,0,0,28.51,21.36,2020-02-14
3927,FL,32566,42724.77,4,RENT,742,750,5,33,0,1,18.39,34.06,2022-04-23
3928,WA,98892,37314.36,2,RENT,745,753,6,28,0,0,25.31,14.52,2022-07-30
3929,IN,46774,44143.89,7,MORTGAGE,660,668,10,17,0,0,22.85,7.54,2018-11-15
3930,MA,01672,132414.81,3,MORTGAGE,707,715,7,30,0,0,65.62,35.86,2023-07-26
3931,FL,33423,34637.31,4,OWN,675,683,5,18,0,0,55.09,15.6,2019-06-14
3932,CA,91836,57985.29,2,MORTGAGE,669,677,12,33,0,0,26.63,14.05,2019-05-27
3933,VA,22886,50878.57,5,RENT,712,720,18,29,1,0,20.41,9.22,2018-08-13
3934,MO,63499,104782.64,0,MORTGAGE,687,695,19,38,0,0,70.47,42.73,2020-01-21
3935,MA,02590,60683.46,2,RENT,705,713,18,20,0,0,75.06,25.22,2023-06-09
3936,NY,10316,31850.6,8,RENT,841,849,9,31,0,0,68.47,25.02,2018-09-24
3937,CA,90909,47087.91,8,OWN,829,837,15,34,0,0,70.41,38.58,2020-03-31
3938,IN,46083,89050.67,5,RENT,601,609,8,25,3,0,40.03,37.82,2018-02-21
3939,MI,49241,137491.7,4,MORTGAGE,720,728,5,15,0,0,85.21,15.53,2019-12-14
3940,NY,11803,86351.51,0,RENT,690,698,12,30,0,0,51.96,24.43,2023-08-04
3941,PA,16901,23035.39,4,MORTGAGE,648,656,18,37,2,0,27.24,31.54,2023-08-02
3942,GA,30235,63349.66,5,RENT,649,657,4,38,0,0,32.92,40.29,2023-09-16
3943,NC,27842,39201.71,2,MORTGAGE,684,692,19,28,0,0,10.56,34.8,2021-03-30
3944,MI,48763,35376.35,0,OWN,661,669,9,21,0,1,41.28,8.66,2019-09-18
3945,IN,47436,34763.24,7,OWN,830,838,17,20,0,0,26.94,41.38,2018-01-27
3946,GA,30008,40699.85,1,RENT,716,724,3,23,1,0,49.33,36.94,2021-09-07
3947,IN,46667,52548.04,0,RENT,642,650,15,27,0,0,20.57,43.68,2019-12-20
3948,CA,90197,81429.69,8,MORTGAGE,751,759,17,17,0,0,1.38,21.85,2019-06-29
3949,IL,62316,29986.13,6,MORTGAGE,670,678,5,18,1,0,88.52,32.63,2023-01-28
3950,GA,31461,19724.96,2,MORTGAGE,805,813,15,35,0,0,4.61,41.93,2023-11-05
3951,MO,65168,43639.24,7,RENT,698,706,6,17,0,0,44.61,32.56,2021-11-11
3952,NC,27086,46571.33,2,OWN,738,746,12,23,0,0,23.48,31.66,2021-01-02
3953,CA,90681,29911.46,9,RENT,674,682,15,13,0,0,37.44,22.33,2018-08-21
3954,VA,24435,69006.66,8,OWN,813,821,17,20,0,0,81.47,9.66,2020-03-15
3955,MI,49608,44553.16,5,OWN,602,610,18,16,2,0,52.66,18.92,2020-07-12
3956,MD,21776,102381.2,9,OWN,727,735,16,37,0,0,33.25,18.57,2020-06-03
3957,TX,79366,17589.15,7,MORTGAGE,725,733,7,20,0,0,6.28,18.73,2021-09-26
3958,MD,21328,20437.32,7,MORTGAGE,739,747,4,38,0,0,80.97,20.75,2020-02-18
3959,MD,21710,54028.23,8,OWN,702,710,4,10,1,0,23.54,41.16,2019-10-06
3960,IN,47262,50570.74,3,RENT,618,626,4,30,1,0,15.31,38.09,2022-02-10
3961,TN,37525,126989.99,10,RENT,698,706,6,32,0,0,23.72,25.54,2021-07-10
3962,CA,90951,173132.41,7,MORTGAGE,745,753,5,13,0,0,74.69,36.44,2020-01-18
3963,NY,10913,154281.38,3,MORTGAGE,722,730,10,21,0,0,92.83,5.02,2023-02-21
3964,IN,46119,56445.36,6,RENT,819,827,3,39,0,0,46.41,32.36,2019-02-16
3965,GA,30758,40636.62,2,MORTGAGE,735,743,11,24,0,0,8.44,12.17,2019-11-14
