perf_id,loan_id,snapshot_date,loan_status,out_prncp,out_prncp_inv,total_pymnt,total_rec_prncp,total_rec_int,recoveries,collection_fees,last_payment_date,last_payment_amount
5632,5632,2024-12-31,Current,5839.73,5839.73,2603.2,1593.7,1009.5,0.0,0.0,2024-12-06,162.7
5633,5633,2024-12-31,Current,11354.61,11354.61,24981.45,13265.27,11716.18,0.0,0.0,2024-12-15,640.55
5634,5634,2024-12-31,Current,7435.61,7435.61,16860.72,10509.5,6351.22,0.0,0.0,2024-12-29,702.53
5635,5635,2024-12-31,Current,17322.54,17322.54,14237.44,7215.33,7022.11,0.0,0.0,2024-12-09,1016.96
5636,5636,2024-12-31,Fully Paid,0,0,11591.88,9719.68,1872.2,0.0,0.0,2024-03-13,321.88
5637,5637,2024-12-31,Fully Paid,0.16,0.16,14111.64,11817.09,2294.55,0.0,0.0,2024-05-27,391.99
5638,5638,2024-12-31,Current,22454.76,22454.76,3524.29,2422.51,1101.78,0.0,0.0,2024-12-05,503.47
5639,5639,2024-12-31,Current,5840.25,5840.25,1817.92,1496.46,321.46,0.0,0.0,2024-12-07,227.24
5640,5640,2024-12-31,Current,4352.69,4352.69,28327.18,20357.04,7970.14,0.0,0.0,2024-12-19,913.78
5641,5641,2024-12-31,Current,17773.95,17773.95,16649.01,11382.63,5266.38,0.0,0.0,2024-12-26,616.63
5642,5642,2024-12-31,Current,3283.25,3283.25,17550.5,11542.99,6007.51,0.0,0.0,2024-12-18,351.01
5643,5643,2024-12-31,Current,3196.04,3196.04,13602.16,11743.24,1858.92,0.0,0.0,2024-12-06,469.04
5644,5644,2024-12-31,Current,26848.02,26848.02,5664.24,2782.7,2881.54,0.0,0.0,2024-12-06,708.03
5645,5645,2024-12-31,Charged Off,12791.41,12791.41,5691.01,1780.94,3910.07,4766.42,381.31,2022-02-20,23.4
5646,5646,2024-12-31,Current,15572.65,15572.65,16530.3,13893.7,2636.6,0.0,0.0,2024-12-30,918.35
5647,5647,2024-12-31,Current,3866.15,3866.15,1207.92,985.79,222.13,0.0,0.0,2024-12-22,150.99
5648,5648,2024-12-31,Current,9022.35,9022.35,15798.64,10916.09,4882.55,0.0,0.0,2024-12-18,718.12
5649,5649,2024-12-31,Charged Off,1012.79,1012.79,8368.0,6460.93,1907.07,110.19,8.82,2023-11-23,18.42
5650,5650,2024-12-31,Current,2848.51,2848.51,18139.34,15084.09,3055.25,0.0,0.0,2024-12-06,585.14
5651,5651,2024-12-31,Charged Off,15487.0,15487.0,7912.8,3959.05,3953.75,4651.03,372.08,2022-04-29,165.61
5652,5652,2024-12-31,Current,10383.14,10383.14,33467.31,24132.54,9334.77,0.0,0.0,2024-12-09,1239.53
5653,5653,2024-12-31,Charged Off,6556.6,6556.6,1378.44,934.99,443.45,1653.22,132.26,2023-01-10,49.26
5654,5654,2024-12-31,Current,19197.13,19197.13,7049.79,5631.37,1418.42,0.0,0.0,2024-12-08,783.31
5655,5655,2024-12-31,Fully Paid,0,0,10313.24,7310.84,3002.4,0.0,0.0,2024-05-03,286.44
5656,5656,2024-12-31,Fully Paid,0.05,0.05,55192.32,39103.62,16088.7,0.0,0.0,2023-09-04,1533.12
5657,5657,2024-12-31,Fully Paid,0.1,0.1,24458.04,19690.17,4767.87,0.0,0.0,2023-01-07,679.39
5658,5658,2024-12-31,Charged Off,15046.12,15046.12,11380.8,9775.26,1605.54,3878.13,310.25,2022-12-10,111.0
5659,5659,2024-12-31,Current,7494.52,7494.52,3286.0,2405.94,880.06,0.0,0.0,2024-12-20,328.6
5660,5660,2024-12-31,Current,15980.42,15980.42,29351.58,23505.95,5845.63,0.0,0.0,2024-12-03,772.41
5661,5661,2024-12-31,Current,29015.0,29015.0,8035.83,4980.76,3055.07,0.0,0.0,2024-12-16,730.53
5662,5662,2024-12-31,Current,9104.11,9104.11,20129.46,10492.47,9636.99,0.0,0.0,2024-12-26,516.14
5663,5663,2024-12-31,Current,11215.61,11215.61,18292.68,13744.18,4548.5,0.0,0.0,2024-12-06,508.13
5664,5664,2024-12-31,Current,489.04,489.04,5503.08,4406.86,1096.22,0.0,0.0,2024-12-12,166.76
5665,5665,2024-12-31,Fully Paid,0.16,0.16,13658.76,9931.88,3726.88,0.0,0.0,2024-05-20,379.41
5666,5666,2024-12-31,Charged Off,21728.82,21728.82,11152.79,7659.97,3492.82,6279.22,502.34,2022-12-20,229.23
5667,5667,2024-12-31,Current,3185.73,3185.73,3317.22,1668.97,1648.25,0.0,0.0,2024-12-27,122.86
5668,5668,2024-12-31,Current,15810.23,15810.23,2838.72,2024.78,813.94,0.0,0.0,2024-12-26,354.84
5669,5669,2024-12-31,Current,4801.31,4801.31,3609.84,2620.22,989.62,0.0,0.0,2024-12-27,150.41
5670,5670,2024-12-31,Fully Paid,0,0,6146.81,4869.65,1277.16,0.0,0.0,2024-07-12,170.56
5671,5671,2024-12-31,Current,1132.76,1132.76,7550.92,6235.8,1315.12,0.0,0.0,2024-12-06,145.21
5672,5672,2024-12-31,Current,6229.54,6229.54,6665.4,5473.31,1192.09,0.0,0.0,2024-12-12,370.3
5673,5673,2024-12-31,Charged Off,9041.86,9041.86,16381.75,10785.15,5596.6,1645.76,131.66,2024-03-01,61.45
5674,5674,2024-12-31,Current,7874.45,7874.45,4120.1,1939.57,2180.53,0.0,0.0,2024-12-28,412.01
5675,5675,2024-12-31,Current,1232.75,1232.75,21200.7,18256.02,2944.68,0.0,0.0,2024-12-10,623.55
5676,5676,2024-12-31,Fully Paid,0,0,20226.23,14953.52,5272.71,0.0,0.0,2023-09-21,561.83
5677,5677,2024-12-31,Current,5039.13,5039.13,4185.36,2310.66,1874.7,0.0,0.0,2024-12-18,174.39
5678,5678,2024-12-31,Current,2855.26,2855.26,18278.84,14662.16,3616.68,0.0,0.0,2024-12-06,589.64
5679,5679,2024-12-31,Fully Paid,0.03,0.03,42934.32,34162.02,8772.3,0.0,0.0,2024-07-05,1192.62
5680,5680,2024-12-31,Fully Paid,0,0,5799.93,4878.62,921.31,0.0,0.0,2023-01-05,161.08
5681,5681,2024-12-31,Current,5073.88,5073.88,12622.26,9681.3,2940.96,0.0,0.0,2024-12-01,300.53
5682,5682,2024-12-31,Fully Paid,0,0,28206.68,19952.31,8254.37,0.0,0.0,2023-01-15,783.48
5683,5683,2024-12-31,Current,4140.94,4140.94,26608.54,20820.22,5788.32,0.0,0.0,2024-12-09,858.34
5684,5684,2024-12-31,Current,7364.66,7364.66,5824.25,4423.28,1400.97,0.0,0.0,2024-12-18,232.97
5685,5685,2024-12-31,Current,6812.16,6812.16,16364.25,13118.08,3246.17,0.0,0.0,2024-12-07,654.57
5686,5686,2024-12-31,Fully Paid,1028.42,1028.42,36444.8,28899.75,7545.05,0.0,0.0,2024-12-07,1041.28
5687,5687,2024-12-31,Fully Paid,388.93,388.93,23351.02,14332.33,9018.69,0.0,0.0,2024-12-23,395.78
5688,5688,2024-12-31,Current,12791.81,12791.81,7461.72,5080.06,2381.66,0.0,0.0,2024-12-09,621.81
5689,5689,2024-12-31,Current,2210.65,2210.65,5920.98,5216.36,704.62,0.0,0.0,2024-12-10,227.73
5690,5690,2024-12-31,Charged Off,9371.13,9371.13,2275.63,539.14,1736.49,3102.87,248.23,2023-06-11,99.56
5691,5691,2024-12-31,Charged Off,10525.22,10525.22,6201.6,4114.97,2086.63,1551.53,124.12,2022-06-09,179.01
5692,5692,2024-12-31,Current,19154.32,19154.32,15433.11,5280.06,10153.05,0.0,0.0,2024-12-08,734.91
5693,5693,2024-12-31,Fully Paid,0.16,0.16,22706.64,19977.69,2728.95,0.0,0.0,2023-07-16,630.74
5694,5694,2024-12-31,Fully Paid,0,0,10842.67,9925.37,917.3,0.0,0.0,2024-09-25,301.02
5695,5695,2024-12-31,Charged Off,22228.47,22228.47,3348.84,2239.5,1109.34,2731.3,218.5,2021-06-25,137.52
5696,5696,2024-12-31,Current,7178.23,7178.23,19727.15,7544.91,12182.24,0.0,0.0,2024-12-14,481.15
5697,5697,2024-12-31,Fully Paid,0.2,0.2,27748.8,24710.19,3038.61,0.0,0.0,2023-02-23,770.8
5698,5698,2024-12-31,Current,14308.38,14308.38,8434.92,5589.92,2845.0,0.0,0.0,2024-12-05,702.91
5699,5699,2024-12-31,Current,2767.52,2767.52,8722.62,6960.45,1762.17,0.0,0.0,2024-12-22,323.06
5700,5700,2024-12-31,Fully Paid,0,0,19613.69,14885.8,4727.89,0.0,0.0,2024-04-23,544.64
5701,5701,2024-12-31,Current,9565.16,9565.16,3210.56,2217.19,993.37,0.0,0.0,2024-12-06,401.32
5702,5702,2024-12-31,Current,9224.68,9224.68,19562.64,15687.26,3875.38,0.0,0.0,2024-12-08,815.11
5703,5703,2024-12-31,Current,7423.63,7423.63,23956.29,17183.65,6772.64,0.0,0.0,2024-12-25,887.27
5704,5704,2024-12-31,Fully Paid,0.2,0.2,10829.88,7349.29,3480.59,0.0,0.0,2023-03-13,300.83
5705,5705,2024-12-31,Current,7364.92,7364.92,29665.93,16977.76,12688.17,0.0,0.0,2024-12-13,631.19
5706,5706,2024-12-31,Charged Off,10974.54,10974.54,10265.44,6661.9,3603.54,4012.22,320.98,2023-11-09,237.27
5707,5707,2024-12-31,Fully Paid,0.01,0.01,20859.84,17783.67,3076.17,0.0,0.0,2024-07-03,579.44
5708,5708,2024-12-31,Current,2260.62,2260.62,32658.08,22145.26,10512.82,0.0,0.0,2024-12-13,583.18
5709,5709,2024-12-31,Current,21287.67,21287.67,10441.34,3208.73,7232.61,0.0,0.0,2024-12-12,745.81
5710,5710,2024-12-31,Fully Paid,0.19,0.19,30278.16,19958.61,10319.55,0.0,0.0,2024-11-01,841.06
5711,5711,2024-12-31,Current,13196.33,13196.33,15164.24,4711.58,10452.66,0.0,0.0,2024-12-16,583.24
5712,5712,2024-12-31,Current,7312.98,7312.98,23265.88,12143.34,11122.54,0.0,0.0,2024-12-11,528.77
5713,5713,2024-12-31,Current,15167.11,15167.11,12908.48,9615.85,3292.63,0.0,0.0,2024-12-12,496.48
5714,5714,2024-12-31,Fully Paid,0.16,0.16,38186.28,29981.32,8204.96,0.0,0.0,2023-11-22,1060.73
5715,5715,2024-12-31,Current,3521.72,3521.72,29439.68,20781.16,8658.52,0.0,0.0,2024-12-16,919.99
5716,5716,2024-12-31,Current,7463.59,7463.59,7113.6,4377.7,2735.9,0.0,0.0,2024-12-21,444.6
5717,5717,2024-12-31,Charged Off,15380.7,15380.7,3536.34,2598.77,937.57,2753.89,220.31,2022-02-27,101.43
5718,5718,2024-12-31,Current,5503.51,5503.51,7403.16,4206.86,3196.3,0.0,0.0,2024-12-17,389.64
5719,5719,2024-12-31,Current,7826.98,7826.98,9705.96,7085.64,2620.32,0.0,0.0,2024-12-14,510.84
5720,5720,2024-12-31,Current,17383.41,17383.41,16976.96,12406.57,4570.39,0.0,0.0,2024-12-16,606.32
5721,5721,2024-12-31,Fully Paid,0,0,6094.3,4989.23,1105.07,0.0,0.0,2024-01-03,169.15
5722,5722,2024-12-31,Fully Paid,0,0,21004.11,14776.35,6227.76,0.0,0.0,2024-12-03,583.36
5723,5723,2024-12-31,Current,17719.37,17719.37,4586.04,1899.06,2686.98,0.0,0.0,2024-12-16,509.56
5724,5724,2024-12-31,Current,3006.5,3006.5,15739.8,11921.16,3818.64,0.0,0.0,2024-12-05,524.66
5725,5725,2024-12-31,Current,4845.19,4845.19,14447.14,7141.45,7305.69,0.0,0.0,2024-12-27,335.98
5726,5726,2024-12-31,Current,5347.4,5347.4,10978.64,4633.8,6344.84,0.0,0.0,2024-12-04,296.72
5727,5727,2024-12-31,Current,9748.7,9748.7,7315.95,2060.74,5255.21,0.0,0.0,2024-12-17,385.05
5728,5728,2024-12-31,Current,3193.78,3193.78,13607.09,11678.66,1928.43,0.0,0.0,2024-12-14,469.21
5729,5729,2024-12-31,Current,2215.83,2215.83,11370.9,9703.59,1667.31,0.0,0.0,2024-12-11,379.03
5730,5730,2024-12-31,Current,797.8,797.8,6363.18,4157.67,2205.51,0.0,0.0,2024-12-27,120.06
5731,5731,2024-12-31,Current,3894.47,3894.47,10902.84,7964.73,2938.11,0.0,0.0,2024-12-19,419.34
5732,5732,2024-12-31,Current,12853.97,12853.97,3182.0,1967.19,1214.81,0.0,0.0,2024-12-20,318.2
5733,5733,2024-12-31,Charged Off,3726.17,3726.17,2005.3,1222.53,782.77,662.6,53.01,2021-11-07,41.85
5734,5734,2024-12-31,Current,1864.53,1864.53,11872.8,5496.47,6376.33,0.0,0.0,2024-12-13,232.8
5735,5735,2024-12-31,Charged Off,8485.78,8485.78,2749.32,1393.82,1355.5,3113.32,249.07,2024-12-25,60.48
5736,5736,2024-12-31,Fully Paid,0.05,0.05,13189.32,11996.43,1192.89,0.0,0.0,2024-10-22,366.37
5737,5737,2024-12-31,Current,10169.25,10169.25,6488.69,4767.88,1720.81,0.0,0.0,2024-12-01,499.13
5738,5738,2024-12-31,Charged Off,3639.28,3639.28,9040.5,6343.85,2696.65,481.7,38.54,2024-10-15,14.63
5739,5739,2024-12-31,Fully Paid,0.04,0.04,11913.84,9885.38,2028.46,0.0,0.0,2024-07-20,330.94
5740,5740,2024-12-31,Current,9582.91,9582.91,6924.26,4970.93,1953.33,0.0,0.0,2024-12-06,494.59
5741,5741,2024-12-31,Current,7369.29,7369.29,3277.09,2469.0,808.09,0.0,0.0,2024-12-05,192.77
5742,5742,2024-12-31,Current,7039.73,7039.73,9249.2,7913.48,1335.72,0.0,0.0,2024-12-25,462.46
5743,5743,2024-12-31,Fully Paid,0.15,0.15,43872.12,39987.38,3884.74,0.0,0.0,2024-01-06,1218.67
5744,5744,2024-12-31,Fully Paid,0,0,22407.39,19734.73,2672.66,0.0,0.0,2023-10-30,622.34
5745,5745,2024-12-31,Current,4324.48,4324.48,13832.37,10323.68,3508.69,0.0,0.0,2024-12-22,512.31
5746,5746,2024-12-31,Current,7045.76,7045.76,7720.67,4860.13,2860.54,0.0,0.0,2024-12-17,266.23
5747,5747,2024-12-31,Fully Paid,0,0,14406.81,11855.15,2551.66,0.0,0.0,2024-10-16,400.16
5748,5748,2024-12-31,Fully Paid,0.05,0.05,52574.4,39736.42,12837.98,0.0,0.0,2023-03-30,1460.4
5749,5749,2024-12-31,Fully Paid,0,0,18234.87,14587.15,3647.72,0.0,0.0,2024-06-22,506.32
5750,5750,2024-12-31,Current,9772.84,9772.84,5837.91,5078.94,758.97,0.0,0.0,2024-12-13,449.07
5751,5751,2024-12-31,Current,6998.95,6998.95,10908.45,7679.2,3229.25,0.0,0.0,2024-12-19,519.45
5752,5752,2024-12-31,Current,25825.64,25825.64,11200.4,8420.54,2779.86,0.0,0.0,2024-12-23,1120.04
5753,5753,2024-12-31,Current,11273.36,11273.36,7512.48,3615.58,3896.9,0.0,0.0,2024-12-30,626.04
5754,5754,2024-12-31,Current,2508.43,2508.43,3009.41,2430.28,579.13,0.0,0.0,2024-12-14,158.39
5755,5755,2024-12-31,Current,11243.94,11243.94,5923.08,3555.81,2367.27,0.0,0.0,2024-12-03,329.06
5756,5756,2024-12-31,Current,3567.72,3567.72,8836.75,6273.46,2563.29,0.0,0.0,2024-12-01,353.47
5757,5757,2024-12-31,Fully Paid,0,0,20189.34,14646.99,5542.35,0.0,0.0,2023-01-02,560.64
5758,5758,2024-12-31,Current,18334.47,18334.47,8258.26,6029.79,2228.47,0.0,0.0,2024-12-21,485.78
5759,5759,2024-12-31,Fully Paid,0.14,0.14,21086.64,17534.1,3552.54,0.0,0.0,2024-10-16,585.74
5760,5760,2024-12-31,Current,6880.5,6880.5,1632.12,411.63,1220.49,0.0,0.0,2024-12-04,233.16
5761,5761,2024-12-31,Current,2956.47,2956.47,15460.8,11791.23,3669.57,0.0,0.0,2024-12-28,515.36
5762,5762,2024-12-31,Current,3607.93,3607.93,9731.8,8322.54,1409.26,0.0,0.0,2024-12-01,374.3
5763,5763,2024-12-31,Fully Paid,0.05,0.05,17173.44,11978.89,5194.55,0.0,0.0,2024-09-11,477.04
5764,5764,2024-12-31,Current,4000.12,4000.12,1342.64,927.21,415.43,0.0,0.0,2024-12-25,167.83
5765,5765,2024-12-31,Current,2039.64,2039.64,3463.2,2866.36,596.84,0.0,0.0,2024-12-06,93.6
5766,5766,2024-12-31,Current,6535.21,6535.21,28077.8,23029.82,5047.98,0.0,0.0,2024-12-22,968.2
5767,5767,2024-12-31,Charged Off,6930.79,6930.79,10649.31,7856.35,2792.96,860.91,68.87,2023-12-10,235.69
5768,5768,2024-12-31,Current,1230.77,1230.77,4473.28,3708.92,764.36,0.0,0.0,2024-12-31,159.76
5769,5769,2024-12-31,Current,1505.33,1505.33,21308.56,18468.67,2839.89,0.0,0.0,2024-12-27,380.51
5770,5770,2024-12-31,Current,10140.52,10140.52,6682.39,4515.47,2166.92,0.0,0.0,2024-12-14,514.03
5771,5771,2024-12-31,Current,3061.45,3061.45,16052.0,11888.5,4163.5,0.0,0.0,2024-12-17,321.04
5772,5772,2024-12-31,Fully Paid,0,0,19799.94,17897.2,1902.74,0.0,0.0,2024-04-16,549.94
5773,5773,2024-12-31,Fully Paid,0,0,5689.59,4957.67,731.92,0.0,0.0,2024-04-12,157.84
5774,5774,2024-12-31,Charged Off,4711.28,4711.28,8936.65,6966.76,1969.89,909.71,72.78,2024-09-20,37.39
5775,5775,2024-12-31,Current,7122.81,7122.81,15719.28,10851.5,4867.78,0.0,0.0,2024-12-08,654.97
5776,5776,2024-12-31,Fully Paid,0.18,0.18,10859.4,9911.08,948.32,0.0,0.0,2023-01-19,301.65
5777,5777,2024-12-31,Current,14600.68,14600.68,6336.9,3358.81,2978.09,0.0,0.0,2024-12-25,422.46
5778,5778,2024-12-31,Current,4850.82,4850.82,25325.7,19505.16,5820.54,0.0,0.0,2024-12-18,844.19
5779,5779,2024-12-31,Current,9525.15,9525.15,10538.36,5337.69,5200.67,0.0,0.0,2024-12-13,376.37
5780,5780,2024-12-31,Current,5710.93,5710.93,35663.79,18660.98,17002.81,0.0,0.0,2024-12-01,699.29
5781,5781,2024-12-31,Fully Paid,0.12,0.12,22726.8,19400.6,3326.2,0.0,0.0,2024-09-16,631.3
5782,5782,2024-12-31,Fully Paid,0.15,0.15,5985.72,4858.58,1127.14,0.0,0.0,2024-04-01,166.27
5783,5783,2024-12-31,Fully Paid,0.13,0.13,27789.84,19800.11,7989.73,0.0,0.0,2024-11-13,771.94
5784,5784,2024-12-31,Current,3694.5,3694.5,13510.56,10870.6,2639.96,0.0,0.0,2024-12-03,482.52
5785,5785,2024-12-31,Current,8215.04,8215.04,7762.54,6656.74,1105.8,0.0,0.0,2024-12-07,456.62
5786,5786,2024-12-31,Current,15857.83,15857.83,12922.95,9076.02,3846.93,0.0,0.0,2024-12-19,861.53
5787,5787,2024-12-31,Current,2464.14,2464.14,13044.3,9258.22,3786.08,0.0,0.0,2024-12-24,434.81
5788,5788,2024-12-31,Fully Paid,0.11,0.11,23912.28,19567.79,4344.49,0.0,0.0,2023-04-23,664.23
5789,5789,2024-12-31,Fully Paid,0,0,23173.41,19441.85,3731.56,0.0,0.0,2024-01-28,643.56
5790,5790,2024-12-31,Current,11607.45,11607.45,15352.6,12863.78,2488.82,0.0,0.0,2024-12-27,767.63
5791,5791,2024-12-31,Fully Paid,0.1,0.1,13150.08,11994.62,1155.46,0.0,0.0,2024-09-19,365.28
5792,5792,2024-12-31,Current,11117.85,11117.85,31020.6,22985.7,8034.9,0.0,0.0,2024-12-07,1193.1
5793,5793,2024-12-31,Current,1499.43,1499.43,12236.8,10410.55,1826.25,0.0,0.0,2024-12-12,382.4
5794,5794,2024-12-31,Current,5892.38,5892.38,2416.86,1481.27,935.59,0.0,0.0,2024-12-17,268.54
5795,5795,2024-12-31,Current,12024.16,12024.16,6017.28,2744.92,3272.36,0.0,0.0,2024-12-11,376.08
5796,5796,2024-12-31,Current,4776.57,4776.57,8310.96,4998.46,3312.5,0.0,0.0,2024-12-14,230.86
5797,5797,2024-12-31,Charged Off,3824.41,3824.41,12766.41,7864.73,4901.68,1045.64,83.65,2024-11-30,40.49
5798,5798,2024-12-31,Current,10084.83,10084.83,7278.35,4912.84,2365.51,0.0,0.0,2024-12-07,316.45
5799,5799,2024-12-31,Current,3130.92,3130.92,2152.64,1761.51,391.13,0.0,0.0,2024-12-26,153.76
5800,5800,2024-12-31,Current,11881.91,11881.91,12008.92,7943.86,4065.06,0.0,0.0,2024-12-21,428.89
5801,5801,2024-12-31,Fully Paid,0,0,11922.72,9964.07,1958.65,0.0,0.0,2024-04-20,331.07
5802,5802,2024-12-31,Fully Paid,1125.15,1125.15,39787.65,32943.7,6843.95,0.0,0.0,2024-12-11,1136.79
5803,5803,2024-12-31,Fully Paid,0,0,34319.8,29583.53,4736.27,0.0,0.0,2024-03-13,953.25
5804,5804,2024-12-31,Current,2339.74,2339.74,8551.4,5068.2,3483.2,0.0,0.0,2024-12-06,185.9
5805,5805,2024-12-31,Current,16736.62,16736.62,10758.67,7755.13,3003.54,0.0,0.0,2024-12-08,827.59
5806,5806,2024-12-31,Current,8520.86,8520.86,7202.88,6195.92,1006.96,0.0,0.0,2024-12-04,450.18
5807,5807,2024-12-31,Current,16673.97,16673.97,12433.26,8207.72,4225.54,0.0,0.0,2024-12-22,888.09
5808,5808,2024-12-31,Fully Paid,231.13,231.13,13732.25,11453.3,2278.95,0.0,0.0,2024-12-03,232.75
5809,5809,2024-12-31,Current,13939.05,13939.05,6508.81,5641.88,866.93,0.0,0.0,2024-12-21,591.71
5810,5810,2024-12-31,Current,4809.99,4809.99,6613.2,4903.46,1709.74,0.0,0.0,2024-12-11,330.66
5811,5811,2024-12-31,Fully Paid,0,0,14230.33,11735.08,2495.25,0.0,0.0,2024-07-04,395.18
5812,5812,2024-12-31,Current,7059.11,7059.11,6987.96,4910.27,2077.69,0.0,0.0,2024-12-23,249.57
5813,5813,2024-12-31,Current,18857.49,18857.49,10122.3,5791.12,4331.18,0.0,0.0,2024-12-11,562.35
5814,5814,2024-12-31,Current,3791.78,3791.78,1538.88,1185.7,353.18,0.0,0.0,2024-12-30,96.18
5815,5815,2024-12-31,Fully Paid,381.65,381.65,22870.76,14265.16,8605.6,0.0,0.0,2024-12-13,387.64
5816,5816,2024-12-31,Current,5366.68,5366.68,2628.34,2027.64,600.7,0.0,0.0,2024-12-27,238.94
5817,5817,2024-12-31,Fully Paid,0.14,0.14,8425.44,7297.69,1127.75,0.0,0.0,2023-10-13,234.04
5818,5818,2024-12-31,Current,15319.29,15319.29,7146.3,4494.68,2651.62,0.0,0.0,2024-12-14,714.63
5819,5819,2024-12-31,Current,3078.69,3078.69,35594.35,21261.38,14332.97,0.0,0.0,2024-12-03,647.17
5820,5820,2024-12-31,Fully Paid,0.11,0.11,18442.8,14592.2,3850.6,0.0,0.0,2024-07-23,512.3
5821,5821,2024-12-31,Current,21856.12,21856.12,15461.25,7596.07,7865.18,0.0,0.0,2024-12-14,736.25
5822,5822,2024-12-31,Current,2175.23,2175.23,4248.02,2722.63,1525.39,0.0,0.0,2024-12-20,111.79
5823,5823,2024-12-31,Fully Paid,0,0,8177.92,7365.8,812.12,0.0,0.0,2024-06-17,226.97
5824,5824,2024-12-31,Fully Paid,0.17,0.17,31689.36,24932.72,6756.64,0.0,0.0,2023-07-23,880.26
5825,5825,2024-12-31,Current,5886.67,5886.67,2779.52,1472.25,1307.27,0.0,0.0,2024-12-01,173.72
5826,5826,2024-12-31,Current,9198.81,9198.81,4585.1,2442.95,2142.15,0.0,0.0,2024-12-26,458.51
5827,5827,2024-12-31,Current,24639.31,24639.31,7017.36,5219.22,1798.14,0.0,0.0,2024-12-26,584.78
5828,5828,2024-12-31,Current,1352.27,1352.27,15057.24,13361.67,1695.57,0.0,0.0,2024-12-29,456.28
5829,5829,2024-12-31,Current,7825.26,7825.26,2427.28,2014.25,413.03,0.0,0.0,2024-12-10,303.41
5830,5830,2024-12-31,Current,9970.44,9970.44,10234.97,7814.99,2419.98,0.0,0.0,2024-12-08,352.93
5831,5831,2024-12-31,Fully Paid,0,0,29995.47,24949.29,5046.18,0.0,0.0,2024-04-27,833.12
5832,5832,2024-12-31,Current,12764.51,12764.51,6816.6,2100.41,4716.19,0.0,0.0,2024-12-24,454.44
5833,5833,2024-12-31,Current,3905.05,3905.05,4914.16,3429.11,1485.05,0.0,0.0,2024-12-06,258.64
5834,5834,2024-12-31,Current,3012.09,3012.09,2737.76,1925.48,812.28,0.0,0.0,2024-12-06,171.11
5835,5835,2024-12-31,Current,3775.92,3775.92,13808.2,11110.1,2698.1,0.0,0.0,2024-12-23,493.15
5836,5836,2024-12-31,Current,10886.97,10886.97,9471.17,3810.26,5660.91,0.0,0.0,2024-12-23,411.79
5837,5837,2024-12-31,Current,8244.07,8244.07,7902.75,3491.73,4411.02,0.0,0.0,2024-12-09,316.11
5838,5838,2024-12-31,Charged Off,2523.34,2523.34,3538.0,2465.55,1072.45,732.35,58.59,2023-05-03,81.23
5839,5839,2024-12-31,Current,1183.62,1183.62,7956.0,6181.78,1774.22,0.0,0.0,2024-12-03,153.0
5840,5840,2024-12-31,Current,13540.53,13540.53,3758.4,1306.12,2452.28,0.0,0.0,2024-12-04,417.6
5841,5841,2024-12-31,Current,5080.9,5080.9,7605.46,4899.94,2705.52,0.0,0.0,2024-12-22,223.69
5842,5842,2024-12-31,Fully Paid,0.09,0.09,11005.92,9926.15,1079.77,0.0,0.0,2023-06-25,305.72
5843,5843,2024-12-31,Current,14858.27,14858.27,6475.1,4811.51,1663.59,0.0,0.0,2024-12-18,647.51
5844,5844,2024-12-31,Fully Paid,0.19,0.19,7994.88,7289.1,705.78,0.0,0.0,2024-08-26,222.08
5845,5845,2024-12-31,Fully Paid,0,0,17959.81,14910.61,3049.2,0.0,0.0,2024-10-25,498.66
5846,5846,2024-12-31,Current,867.91,867.91,9989.1,6492.35,3496.75,0.0,0.0,2024-12-22,302.7
5847,5847,2024-12-31,Current,20202.96,20202.96,24028.2,9784.22,14243.98,0.0,0.0,2024-12-24,858.15
5848,5848,2024-12-31,Current,3854.72,3854.72,24450.63,20876.0,3574.63,0.0,0.0,2024-12-25,788.73
5849,5849,2024-12-31,Fully Paid,0,0,8326.26,7412.33,913.93,0.0,0.0,2023-12-27,231.11
5850,5850,2024-12-31,Current,4229.46,4229.46,1641.51,732.52,908.99,0.0,0.0,2024-12-04,126.27
5851,5851,2024-12-31,Current,596.2,596.2,10223.12,9143.25,1079.87,0.0,0.0,2024-12-15,300.68
5852,5852,2024-12-31,Fully Paid,0.12,0.12,14747.4,11768.97,2978.43,0.0,0.0,2023-11-28,409.65
5853,5853,2024-12-31,Current,3982.49,3982.49,7253.82,5989.2,1264.62,0.0,0.0,2024-12-14,190.89
5854,5854,2024-12-31,Fully Paid,0.04,0.04,5478.48,4851.28,627.2,0.0,0.0,2024-10-08,152.18
5855,5855,2024-12-31,Fully Paid,0.16,0.16,21830.04,19688.31,2141.73,0.0,0.0,2023-09-06,606.39
5856,5856,2024-12-31,Current,4507.97,4507.97,4614.12,2940.91,1673.21,0.0,0.0,2024-12-26,164.79
5857,5857,2024-12-31,Fully Paid,0,0,21327.97,17932.31,3395.66,0.0,0.0,2024-11-21,592.22
5858,5858,2024-12-31,Current,9184.28,9184.28,9581.94,8471.27,1110.67,0.0,0.0,2024-12-28,532.33
5859,5859,2024-12-31,Current,6594.72,6594.72,6287.79,5255.7,1032.09,0.0,0.0,2024-12-22,369.87
5860,5860,2024-12-31,Current,9214.77,9214.77,11964.0,10625.48,1338.52,0.0,0.0,2024-12-26,598.2
5861,5861,2024-12-31,Charged Off,15530.38,15530.38,6897.15,2168.82,4728.33,3639.86,291.19,2023-06-04,18.7
