pull_id,borrower_id,loan_id,pull_date,bureau,fico_score,inquiries_6m,mths_since_last_delinq
4949,10886,4949,2022-10-17,Experian,616,2,
4950,13685,4950,2021-04-17,Experian,825,5,
4951,2711,4951,2022-03-03,Equifax,811,0,71
4952,13602,4952,2021-01-09,TransUnion,725,5,
4953,6200,4953,2023-05-30,Equifax,742,5,
4954,8047,4954,2021-09-23,Experian,716,2,51
4955,13581,4955,2022-02-24,Experian,722,2,34
4956,2296,4956,2020-07-01,TransUnion,658,0,
4957,13949,4957,2024-03-31,Equifax,676,3,
4958,5330,4958,2023-04-11,Equifax,700,1,
4959,8371,4959,2021-01-28,Experian,792,1,
4960,601,4960,2023-05-20,TransUnion,670,5,16
4961,4192,4961,2020-04-25,Experian,661,3,
4962,10276,4962,2022-04-11,Experian,721,3,
4963,7382,4963,2020-05-01,Experian,735,4,34
4964,10888,4964,2021-05-28,TransUnion,662,2,
4965,509,4965,2020-07-29,Equifax,815,1,3
4966,9408,4966,2020-10-15,TransUnion,747,3,
4967,13459,4967,2022-12-27,TransUnion,835,3,
4968,11980,4968,2020-09-18,Equifax,586,0,
4969,10381,4969,2021-12-31,Equifax,827,0,
4970,1214,4970,2020-10-15,TransUnion,725,1,11
4971,4659,4971,2021-02-21,Experian,686,2,
4972,11219,4972,2023-04-08,TransUnion,768,4,
4973,3843,4973,2020-03-02,TransUnion,640,5,70
4974,14527,4974,2022-07-02,TransUnion,691,5,34
4975,13985,4975,2020-03-09,TransUnion,740,0,66
4976,6975,4976,2020-03-09,Equifax,627,0,
4977,6339,4977,2023-09-28,Equifax,689,4,
4978,10455,4978,2021-05-03,Equifax,709,2,71
4979,6349,4979,2023-06-10,TransUnion,663,5,18
4980,1244,4980,2021-08-14,TransUnion,707,1,
4981,12646,4981,2023-02-05,Equifax,719,3,36
4982,13288,4982,2023-04-08,Equifax,719,0,
4983,11353,4983,2022-09-16,TransUnion,733,3,69
4984,7616,4984,2023-01-26,TransUnion,709,5,70
4985,5549,4985,2020-03-29,Experian,740,4,25
4986,10825,4986,2020-04-18,Equifax,616,4,
4987,12805,4987,2020-09-30,Experian,686,2,
4988,1020,4988,2022-07-15,Experian,650,1,23
4989,170,4989,2023-08-07,TransUnion,802,5,
4990,9101,4990,2021-09-23,Equifax,749,2,
4991,4469,4991,2021-02-09,TransUnion,770,2,
4992,7617,4992,2020-05-01,Equifax,603,1,
4993,7759,4993,2021-06-05,TransUnion,699,1,
4994,10762,4994,2020-02-02,Experian,721,5,
4995,4539,4995,2023-04-25,Experian,831,0,
4996,12060,4996,2020-01-26,Experian,660,4,37
4997,6760,4997,2022-04-20,Experian,731,2,20
4998,11928,4998,2021-08-28,Equifax,716,2,
4999,11982,4999,2020-02-13,Equifax,589,0,
5000,5414,5000,2024-01-14,TransUnion,586,0,
5001,8435,5001,2021-11-18,TransUnion,739,1,
5002,12780,5002,2023-03-23,Experian,674,3,24
5003,7814,5003,2020-10-09,TransUnion,759,0,26
5004,492,5004,2021-01-27,TransUnion,621,3,59
5005,623,5005,2020-01-11,TransUnion,824,0,
5006,3430,5006,2021-12-06,TransUnion,631,0,
5007,9694,5007,2020-08-20,Experian,716,5,24
5008,2566,5008,2020-01-19,TransUnion,628,4,
5009,8987,5009,2021-03-14,Equifax,639,0,
5010,14017,5010,2024-05-22,TransUnion,688,3,38
5011,10592,5011,2023-02-09,Equifax,734,1,33
5012,14895,5012,2020-07-28,TransUnion,594,2,
5013,13721,5013,2022-10-31,Experian,707,1,15
5014,14783,5014,2023-07-29,Experian,689,4,
5015,4554,5015,2024-02-13,Equifax,611,0,
5016,14472,5016,2021-08-12,TransUnion,661,3,
5017,8609,5017,2024-05-01,TransUnion,725,2,
5018,3247,5018,2020-04-08,Experian,651,4,
5019,12511,5019,2023-02-05,Experian,734,1,
5020,11514,5020,2024-01-27,Equifax,608,5,58
5021,8848,5021,2024-01-20,Equifax,678,3,13
5022,11827,5022,2022-04-28,TransUnion,733,1,55
5023,13421,5023,2021-12-06,Experian,638,3,
5024,6855,5024,2024-05-14,Equifax,630,3,14
5025,13220,5025,2023-07-19,Experian,716,0,50
5026,10557,5026,2023-09-25,Equifax,594,1,5
5027,12403,5027,2023-08-09,TransUnion,599,1,
5028,3026,5028,2023-02-18,Equifax,625,5,
5029,11466,5029,2022-03-06,Experian,651,3,
5030,11511,5030,2023-11-19,Equifax,602,0,
5031,812,5031,2023-10-23,Equifax,682,3,
5032,10111,5032,2021-12-02,TransUnion,608,2,
5033,11469,5033,2021-01-17,Experian,741,3,
5034,12178,5034,2020-10-28,TransUnion,625,2,
5035,556,5035,2021-04-05,Equifax,744,1,
5036,11184,5036,2024-05-12,Experian,647,0,
5037,12525,5037,2021-05-10,TransUnion,648,0,44
5038,2607,5038,2021-06-29,Equifax,766,3,17
5039,7324,5039,2022-09-15,TransUnion,728,0,41
5040,6215,5040,2022-11-24,TransUnion,686,0,37
5041,13442,5041,2020-10-28,Experian,677,3,
5042,14876,5042,2022-10-05,TransUnion,588,4,
5043,8462,5043,2023-12-14,TransUnion,663,3,69
5044,10750,5044,2021-05-21,Equifax,645,2,65
5045,4971,5045,2022-01-08,TransUnion,707,4,
5046,11182,5046,2023-07-06,TransUnion,698,4,18
5047,9952,5047,2023-02-03,TransUnion,670,1,55
5048,9929,5048,2022-07-28,Equifax,674,2,19
5049,7507,5049,2021-03-05,TransUnion,743,5,
5050,1496,5050,2021-08-28,Experian,609,4,
5051,6689,5051,2023-03-17,TransUnion,727,4,
5052,7121,5052,2023-04-28,Experian,705,5,38
5053,5181,5053,2020-03-27,Experian,703,3,
5054,5952,5054,2021-11-23,Experian,617,4,
5055,2901,5055,2022-10-18,Equifax,655,0,19
5056,8797,5056,2021-12-23,Equifax,730,0,64
5057,9574,5057,2021-09-27,TransUnion,725,0,
5058,5289,5058,2024-03-09,Experian,663,5,3
5059,9667,5059,2023-05-10,Experian,767,4,
5060,11054,5060,2023-09-19,Equifax,690,1,
5061,13931,5061,2020-02-03,Experian,708,1,
5062,2863,5062,2021-12-25,Experian,726,3,
5063,4590,5063,2020-10-20,Experian,661,5,
5064,12560,5064,2021-10-09,Experian,715,3,
5065,12217,5065,2023-11-13,TransUnion,714,4,
5066,10061,5066,2021-01-10,Equifax,732,2,
5067,11486,5067,2022-07-12,Experian,736,1,20
5068,5871,5068,2020-06-28,Equifax,703,2,
5069,10823,5069,2024-01-18,TransUnion,730,5,
5070,2569,5070,2020-12-10,Equifax,833,4,
5071,7990,5071,2023-01-13,Equifax,674,2,
5072,7550,5072,2022-01-06,TransUnion,665,5,
5073,211,5073,2022-10-28,Experian,839,2,52
5074,3025,5074,2022-02-20,Equifax,680,1,
5075,12629,5075,2020-09-15,Experian,708,1,
5076,8411,5076,2020-12-03,Experian,669,5,
5077,2168,5077,2022-03-21,Equifax,711,4,
5078,4972,5078,2022-12-30,Equifax,691,1,
5079,3411,5079,2023-06-21,TransUnion,793,4,
5080,14095,5080,2023-01-17,Experian,842,0,28
5081,8511,5081,2024-05-03,Equifax,632,5,
5082,172,5082,2022-10-02,TransUnion,586,4,48
5083,3771,5083,2021-07-21,Experian,697,3,54
5084,3422,5084,2020-06-13,Experian,615,4,
5085,4739,5085,2022-05-26,Experian,691,1,62
5086,13177,5086,2020-03-26,Equifax,696,4,
5087,675,5087,2021-09-03,Equifax,639,5,66
5088,12525,5088,2023-05-23,TransUnion,648,5,
5089,4514,5089,2021-11-13,TransUnion,848,2,47
5090,11741,5090,2022-07-18,TransUnion,661,0,
5091,7241,5091,2021-02-02,TransUnion,654,2,
5092,14893,5092,2020-05-19,Equifax,743,0,
5093,5386,5093,2021-12-05,Experian,582,4,55
5094,7559,5094,2024-04-06,Experian,668,0,
5095,6216,5095,2023-03-14,TransUnion,780,1,
5096,13612,5096,2023-08-31,TransUnion,700,2,6
5097,5230,5097,2020-11-19,TransUnion,738,5,
5098,4912,5098,2023-06-15,TransUnion,778,1,
5099,7579,5099,2024-01-18,TransUnion,626,5,
5100,12128,5100,2023-11-17,TransUnion,669,2,3
5101,917,5101,2023-06-04,Experian,693,1,71
5102,8026,5102,2023-04-13,Experian,820,3,
5103,3142,5103,2023-07-24,Equifax,725,1,32
5104,13611,5104,2022-08-26,Experian,648,4,6
5105,3657,5105,2021-04-03,TransUnion,605,3,
5106,12432,5106,2022-01-14,TransUnion,717,3,28
5107,2235,5107,2021-03-10,Experian,832,5,
5108,14837,5108,2022-04-07,Equifax,625,4,
5109,11167,5109,2021-01-14,Equifax,738,0,
5110,5224,5110,2023-02-04,TransUnion,663,1,
5111,14584,5111,2022-10-30,TransUnion,704,5,
5112,6162,5112,2022-08-25,TransUnion,650,3,
5113,2063,5113,2020-06-02,TransUnion,693,0,
5114,9992,5114,2022-06-28,Equifax,661,0,
5115,11722,5115,2022-11-17,Experian,725,0,45
5116,2264,5116,2020-05-26,Equifax,667,0,
5117,1574,5117,2023-05-12,Experian,799,3,62
5118,1496,5118,2021-11-04,Experian,609,4,60
5119,996,5119,2023-05-27,Equifax,636,1,
5120,9521,5120,2024-01-28,Equifax,796,4,
5121,4766,5121,2023-10-01,Experian,591,4,41
5122,8154,5122,2020-05-22,Equifax,684,3,54
5123,11419,5123,2024-03-16,Equifax,685,5,16
5124,585,5124,2022-04-12,Equifax,705,0,
5125,10182,5125,2022-05-27,Experian,672,1,
5126,10687,5126,2020-01-01,Experian,735,3,
5127,4548,5127,2023-12-23,Experian,590,0,
5128,14393,5128,2022-01-28,TransUnion,732,4,
5129,12344,5129,2024-05-07,TransUnion,846,0,
5130,4594,5130,2020-03-03,TransUnion,741,1,
5131,4424,5131,2020-05-06,TransUnion,721,5,
5132,5681,5132,2023-07-02,TransUnion,735,4,
5133,14501,5133,2022-09-02,TransUnion,708,1,
5134,5743,5134,2020-12-13,Equifax,725,5,13
5135,1555,5135,2023-05-08,TransUnion,604,5,
5136,12947,5136,2021-12-09,Experian,707,1,17
5137,287,5137,2020-10-07,TransUnion,581,1,43
5138,1200,5138,2021-11-20,Experian,807,5,46
5139,6624,5139,2020-04-14,Equifax,598,4,70
5140,7955,5140,2022-09-03,TransUnion,734,5,55
5141,10368,5141,2021-10-07,Experian,708,0,
5142,12254,5142,2021-09-29,TransUnion,685,2,
5143,8963,5143,2024-01-20,TransUnion,607,4,
5144,11704,5144,2023-06-16,Experian,744,2,
5145,11521,5145,2023-01-24,Experian,710,4,
5146,5100,5146,2023-07-29,TransUnion,603,0,
5147,13555,5147,2021-08-21,TransUnion,817,0,
5148,5289,5148,2020-10-07,TransUnion,663,4,
5149,589,5149,2020-07-19,Equifax,738,4,
5150,805,5150,2020-10-30,TransUnion,596,1,
5151,1582,5151,2022-12-18,Equifax,591,5,6
5152,641,5152,2021-07-26,Equifax,686,1,
5153,11324,5153,2022-05-20,TransUnion,709,4,46
5154,14030,5154,2021-09-21,Experian,686,3,
5155,3862,5155,2021-04-23,TransUnion,635,0,23
5156,11255,5156,2021-01-20,Equifax,631,1,
5157,4653,5157,2023-02-24,TransUnion,745,0,14
5158,6923,5158,2021-10-04,Experian,733,1,62
5159,6213,5159,2020-05-19,TransUnion,710,2,
5160,6811,5160,2021-10-18,Experian,744,4,
5161,7846,5161,2020-10-28,Equifax,583,1,
5162,3811,5162,2022-02-02,Experian,588,3,
5163,13713,5163,2020-10-08,Equifax,722,3,12
5164,3173,5164,2020-09-18,Equifax,697,4,47
5165,5540,5165,2022-08-05,Equifax,727,4,36
5166,4475,5166,2022-07-05,Equifax,677,4,
5167,14408,5167,2021-12-23,Experian,687,2,43
5168,2289,5168,2021-03-25,TransUnion,730,1,35
5169,7704,5169,2021-08-05,Equifax,811,1,
5170,3522,5170,2023-12-02,Equifax,721,4,19
5171,4039,5171,2023-12-08,Equifax,672,0,42
5172,9833,5172,2021-03-20,Equifax,684,3,
5173,11604,5173,2020-09-09,Equifax,835,2,
5174,5047,5174,2024-03-06,Experian,801,5,
5175,8613,5175,2021-01-09,Equifax,692,3,
5176,8503,5176,2020-02-04,Experian,738,2,3
5177,5964,5177,2021-11-24,TransUnion,799,1,
5178,4629,5178,2024-01-06,TransUnion,830,0,37
5179,9245,5179,2020-09-11,Experian,719,5,
5180,11926,5180,2021-08-04,Equifax,677,5,45
5181,9857,5181,2023-03-21,TransUnion,840,3,
5182,10444,5182,2021-11-07,TransUnion,737,1,28
5183,11714,5183,2020-06-12,TransUnion,712,2,56
5184,10760,5184,2023-07-05,Equifax,740,2,
5185,3492,5185,2020-03-22,TransUnion,662,2,51
5186,182,5186,2023-11-07,Equifax,795,5,
5187,9269,5187,2021-07-15,Experian,753,5,18
5188,7829,5188,2020-01-24,Equifax,703,1,18
5189,2389,5189,2020-11-06,TransUnion,756,3,
5190,3929,5190,2022-10-12,Experian,664,5,
5191,4804,5191,2021-09-12,Equifax,731,0,
5192,3135,5192,2023-09-29,Equifax,798,3,
5193,12315,5193,2020-10-15,TransUnion,847,3,
5194,4382,5194,2020-12-03,Experian,715,5,
5195,6101,5195,2023-05-28,TransUnion,653,0,
5196,3965,5196,2024-05-25,Equifax,739,3,
5197,8619,5197,2021-06-10,TransUnion,729,5,62
5198,12145,5198,2020-11-04,TransUnion,636,0,9
5199,10125,5199,2023-04-17,Equifax,700,4,
5200,12391,5200,2021-11-28,TransUnion,667,4,
5201,11082,5201,2020-04-27,Equifax,670,2,
5202,6677,5202,2020-03-23,TransUnion,711,0,
5203,8782,5203,2020-10-30,Experian,703,2,33
5204,14280,5204,2023-05-06,TransUnion,738,2,
5205,14902,5205,2022-06-04,Equifax,666,1,45
5206,9631,5206,2020-06-15,TransUnion,806,4,
5207,354,5207,2023-09-08,TransUnion,683,2,
5208,10989,5208,2021-08-28,TransUnion,721,0,
5209,6286,5209,2024-04-29,Experian,682,3,
5210,7253,5210,2021-02-28,TransUnion,670,2,
5211,4878,5211,2020-08-05,TransUnion,607,5,
5212,8672,5212,2022-07-05,Equifax,596,1,
5213,11037,5213,2023-12-27,TransUnion,693,1,67
5214,2432,5214,2021-07-28,Equifax,743,2,48
5215,1263,5215,2021-05-27,Experian,675,4,21
5216,1129,5216,2022-11-26,Equifax,686,4,
5217,13775,5217,2020-07-28,TransUnion,633,3,
5218,8875,5218,2023-05-28,Experian,694,0,13
5219,5941,5219,2022-08-22,Experian,735,4,
5220,6344,5220,2022-12-14,Experian,720,2,7
5221,7473,5221,2023-12-01,Experian,689,2,
5222,3721,5222,2022-07-31,Experian,723,2,
5223,11342,5223,2023-10-14,Experian,637,2,67
5224,13276,5224,2020-10-31,Experian,701,4,57
5225,6927,5225,2023-03-26,TransUnion,698,0,47
5226,1212,5226,2023-05-14,TransUnion,705,1,27
5227,2123,5227,2023-09-23,Experian,632,3,
5228,2093,5228,2020-10-21,Equifax,719,2,
5229,10722,5229,2023-05-02,Equifax,629,2,
5230,9884,5230,2023-09-23,Equifax,783,3,
5231,10889,5231,2021-04-01,Equifax,738,3,13
5232,5837,5232,2021-02-06,TransUnion,736,1,19
5233,3902,5233,2024-04-06,TransUnion,835,5,
5234,9673,5234,2020-05-27,Experian,704,2,
5235,9039,5235,2020-10-30,TransUnion,667,4,37
5236,8115,5236,2021-11-02,TransUnion,701,5,11
5237,8321,5237,2020-11-02,Equifax,730,2,
5238,10315,5238,2021-02-18,Equifax,665,0,67
5239,3572,5239,2020-06-05,Experian,723,0,
5240,2441,5240,2023-06-21,Equifax,688,2,
5241,10456,5241,2024-04-15,Equifax,761,4,47
5242,2843,5242,2023-01-09,TransUnion,678,2,
5243,2903,5243,2021-07-13,Equifax,722,5,
5244,4198,5244,2021-12-02,Equifax,618,5,
5245,7140,5245,2021-07-02,TransUnion,671,3,
5246,7744,5246,2020-02-08,Equifax,799,5,
5247,11797,5247,2024-01-31,TransUnion,683,2,
5248,1749,5248,2023-04-12,Equifax,669,5,
5249,7244,5249,2020-12-19,TransUnion,636,0,
5250,8898,5250,2024-03-19,Equifax,724,2,
5251,12028,5251,2021-01-16,TransUnion,716,3,33
5252,10925,5252,2021-03-21,Equifax,612,5,
5253,9844,5253,2023-02-16,Equifax,747,3,
5254,4250,5254,2021-09-11,Experian,601,3,65
5255,12357,5255,2022-02-14,Experian,828,0,58
5256,1594,5256,2022-07-24,Experian,749,3,
5257,11113,5257,2020-05-19,Equifax,834,4,
5258,12320,5258,2021-06-27,TransUnion,717,0,
5259,2402,5259,2022-10-13,TransUnion,687,5,46
5260,14666,5260,2024-05-04,TransUnion,683,1,
5261,9449,5261,2021-08-13,TransUnion,694,2,33
5262,2759,5262,2023-05-25,Experian,772,5,11
5263,11033,5263,2021-05-14,TransUnion,700,4,
5264,11018,5264,2022-03-12,TransUnion,689,3,
5265,51,5265,2024-02-18,Equifax,728,1,57
5266,7092,5266,2024-01-11,Experian,743,0,
5267,4094,5267,2024-02-18,Experian,707,4,7
5268,570,5268,2023-08-16,Experian,639,0,36
5269,134,5269,2023-01-22,Experian,735,3,
5270,2883,5270,2021-06-05,Experian,735,1,44
5271,1124,5271,2023-12-20,Equifax,676,4,
5272,1536,5272,2023-05-31,TransUnion,703,4,
5273,11262,5273,2021-11-30,TransUnion,743,3,
5274,10473,5274,2021-04-23,TransUnion,838,5,66
5275,4507,5275,2021-10-25,TransUnion,655,1,5
5276,9317,5276,2022-02-18,TransUnion,635,1,
5277,4370,5277,2020-06-21,Equifax,668,2,42
5278,10898,5278,2021-10-04,Equifax,750,4,
5279,4586,5279,2023-08-30,Experian,584,2,
5280,10636,5280,2020-11-17,TransUnion,774,3,50
5281,5381,5281,2022-05-29,TransUnion,697,4,
5282,10991,5282,2022-04-19,TransUnion,739,2,33
5283,12816,5283,2024-03-09,TransUnion,650,3,16
5284,5353,5284,2023-10-15,Experian,782,2,
5285,14825,5285,2022-02-03,Experian,725,5,
5286,14266,5286,2024-01-05,Equifax,726,0,
5287,8363,5287,2022-12-18,Experian,714,2,20
5288,9321,5288,2023-06-04,TransUnion,714,2,
5289,3721,5289,2021-08-16,Equifax,723,3,
5290,9164,5290,2021-04-13,Equifax,731,1,61
5291,10180,5291,2020-11-08,Equifax,678,4,
5292,1307,5292,2022-10-15,TransUnion,847,3,62
5293,13267,5293,2020-10-13,Experian,644,1,58
5294,5595,5294,2022-02-27,TransUnion,632,1,
5295,14373,5295,2020-09-11,Experian,630,5,15
5296,14812,5296,2022-04-23,Equifax,749,3,54
5297,2356,5297,2023-04-04,TransUnion,594,3,
5298,5888,5298,2022-09-14,Experian,604,0,
5299,7606,5299,2024-01-09,Experian,692,1,46
5300,5516,5300,2023-01-01,Equifax,644,1,
5301,9355,5301,2020-07-06,Equifax,706,1,13
5302,9178,5302,2023-04-24,Experian,705,0,
5303,12116,5303,2023-04-29,Experian,838,0,
5304,5796,5304,2023-05-08,Experian,685,4,45
5305,6043,5305,2023-01-05,TransUnion,723,3,70
5306,9455,5306,2020-07-26,Equifax,797,2,42
5307,1263,5307,2020-07-26,TransUnion,675,4,65
5308,4324,5308,2021-03-05,Experian,691,5,
5309,12808,5309,2023-11-29,Equifax,748,2,53
5310,2095,5310,2023-01-21,Experian,621,4,37
5311,2528,5311,2023-11-27,Experian,677,4,
5312,4694,5312,2024-05-10,Equifax,604,0,7
5313,7533,5313,2020-09-29,Equifax,712,3,
5314,6667,5314,2024-02-17,Experian,588,2,14
5315,10992,5315,2024-02-15,TransUnion,604,4,
5316,107,5316,2024-04-29,Experian,584,2,
5317,2352,5317,2020-03-11,Experian,745,5,
5318,12608,5318,2022-07-28,TransUnion,613,0,44
5319,3653,5319,2020-03-11,TransUnion,710,0,
5320,9817,5320,2023-03-29,Experian,704,4,8
5321,1097,5321,2022-08-15,TransUnion,725,4,35
5322,13079,5322,2024-03-11,Equifax,661,0,41
5323,13756,5323,2021-11-25,TransUnion,713,2,
5324,678,5324,2023-09-01,TransUnion,734,1,
5325,9283,5325,2022-07-17,TransUnion,678,2,51
5326,11674,5326,2021-07-21,Equifax,621,1,
5327,13144,5327,2022-01-21,Equifax,669,0,
5328,6495,5328,2020-04-16,TransUnion,587,3,
5329,11067,5329,2020-02-20,Experian,606,3,27
5330,11362,5330,2020-04-09,TransUnion,727,3,65
5331,7345,5331,2023-01-29,Experian,652,1,
5332,6991,5332,2022-08-03,Experian,766,4,
5333,12856,5333,2021-07-16,TransUnion,714,3,40
5334,4876,5334,2022-10-25,TransUnion,688,2,
5335,4745,5335,2024-02-25,Experian,740,2,
5336,12249,5336,2023-12-27,Experian,656,4,
5337,8817,5337,2022-11-08,TransUnion,721,2,46
5338,5184,5338,2023-03-03,Experian,689,3,34
5339,3754,5339,2023-11-17,Experian,697,4,56
5340,12532,5340,2022-02-03,Experian,715,1,
5341,6756,5341,2022-01-12,Experian,603,0,30
5342,9010,5342,2021-05-04,TransUnion,705,4,
5343,611,5343,2020-12-12,TransUnion,742,2,31
5344,7755,5344,2021-09-07,TransUnion,607,1,
5345,2283,5345,2023-11-13,Equifax,633,1,22
5346,12911,5346,2022-09-11,Equifax,684,0,
5347,3963,5347,2023-08-29,Experian,726,3,
5348,6617,5348,2022-05-19,Equifax,810,5,
5349,7412,5349,2024-05-07,TransUnion,723,3,
5350,6313,5350,2022-05-12,TransUnion,593,5,34
5351,13064,5351,2020-07-07,Equifax,706,3,
5352,703,5352,2023-02-17,Experian,694,5,
5353,9299,5353,2023-06-10,Equifax,655,0,
5354,3251,5354,2022-08-11,TransUnion,598,2,
5355,2290,5355,2024-04-16,Experian,583,3,
5356,7411,5356,2022-08-15,Equifax,720,0,
5357,13700,5357,2023-07-30,Equifax,664,3,
5358,336,5358,2022-11-09,Equifax,684,5,
5359,10945,5359,2021-12-22,Experian,629,2,
5360,5995,5360,2022-08-27,Experian,716,1,36
5361,13983,5361,2020-08-14,TransUnion,590,0,
5362,13610,5362,2023-10-22,Experian,707,4,
5363,3097,5363,2022-03-24,Experian,686,3,
5364,1849,5364,2022-03-13,Equifax,593,0,
5365,7195,5365,2023-12-16,Equifax,767,2,20
5366,3864,5366,2023-07-12,Experian,682,0,
5367,3582,5367,2021-12-27,TransUnion,597,0,
5368,855,5368,2024-03-07,Experian,730,5,
5369,2236,5369,2020-08-10,Equifax,707,4,
5370,10690,5370,2020-05-16,Equifax,710,3,29
5371,5371,5371,2020-05-19,TransUnion,729,3,31
5372,13835,5372,2021-01-01,Equifax,728,2,
5373,11371,5373,2023-12-01,Equifax,836,4,
5374,12560,5374,2021-11-26,TransUnion,715,3,27
5375,8013,5375,2023-09-24,Equifax,798,3,
5376,10068,5376,2022-06-22,TransUnion,616,3,40
5377,7372,5377,2023-11-21,Equifax,634,3,
5378,12190,5378,2021-11-10,Experian,845,2,62
5379,12102,5379,2023-10-09,Experian,683,5,61
5380,10959,5380,2022-06-20,Experian,718,4,
5381,6035,5381,2020-01-02,Equifax,711,5,
5382,127,5382,2020-12-23,TransUnion,745,4,
5383,13236,5383,2020-07-27,Experian,842,0,
5384,3293,5384,2024-01-07,Equifax,664,0,
5385,1467,5385,2020-04-27,TransUnion,653,2,
5386,4018,5386,2022-08-24,Equifax,729,0,
5387,2014,5387,2020-11-10,Experian,663,2,70
5388,12958,5388,2022-02-11,Equifax,693,5,
5389,6760,5389,2023-11-21,TransUnion,731,5,46
5390,12528,5390,2024-03-22,TransUnion,673,3,
5391,6602,5391,2021-09-13,Equifax,705,1,
5392,7487,5392,2020-12-25,Equifax,674,3,
5393,7872,5393,2021-06-02,TransUnion,648,3,
5394,4286,5394,2024-05-20,TransUnion,725,0,
5395,13873,5395,2021-03-16,Equifax,643,1,
5396,11504,5396,2020-03-07,Experian,706,1,38
5397,1651,5397,2021-05-13,Experian,589,3,45
5398,12423,5398,2021-02-19,TransUnion,635,2,
5399,7584,5399,2020-01-07,Equifax,587,1,71
5400,13579,5400,2022-04-27,Experian,630,3,37
5401,2840,5401,2020-01-11,TransUnion,720,2,
5402,4663,5402,2022-09-24,Equifax,708,0,46
5403,3513,5403,2021-05-11,Equifax,672,4,68
5404,11973,5404,2021-12-23,Experian,592,0,
5405,7980,5405,2021-01-31,Equifax,686,0,
5406,3870,5406,2024-05-22,Experian,700,1,
5407,5297,5407,2024-04-21,Equifax,684,1,15
5408,13633,5408,2020-09-15,Experian,783,4,
5409,12024,5409,2020-09-27,Experian,711,2,
5410,14869,5410,2024-01-01,Equifax,604,4,15
5411,10083,5411,2023-11-01,Equifax,654,3,24
5412,7157,5412,2023-04-18,TransUnion,749,2,
5413,9263,5413,2022-04-05,Experian,650,4,37
5414,12100,5414,2021-06-18,Equifax,625,4,46
5415,9131,5415,2023-07-07,TransUnion,600,1,43
5416,6867,5416,2022-01-14,TransUnion,641,5,33
5417,7944,5417,2023-04-10,TransUnion,813,2,
5418,248,5418,2021-10-22,Experian,712,1,
5419,6991,5419,2022-09-07,Experian,766,3,62
5420,7660,5420,2021-06-27,Experian,711,1,
5421,7756,5421,2022-03-12,Experian,663,3,
5422,6112,5422,2021-03-31,TransUnion,641,3,
5423,5294,5423,2023-02-12,Experian,705,5,46
5424,6108,5424,2022-06-07,Equifax,634,0,4
5425,6875,5425,2022-12-06,TransUnion,683,0,
5426,14009,5426,2021-10-13,TransUnion,632,0,39
5427,8737,5427,2023-02-07,TransUnion,637,3,
5428,3970,5428,2024-05-29,Experian,719,2,
5429,7682,5429,2020-08-31,Equifax,584,4,
5430,11514,5430,2022-07-14,TransUnion,608,2,23
5431,403,5431,2023-02-16,Equifax,620,2,29
5432,11967,5432,2020-07-10,Experian,726,4,
5433,8882,5433,2020-02-12,TransUnion,710,3,18
5434,2910,5434,2020-01-07,TransUnion,780,5,
5435,667,5435,2024-02-16,Experian,708,5,23
5436,2119,5436,2021-10-12,Experian,678,2,
5437,9164,5437,2020-01-15,TransUnion,731,4,
5438,5191,5438,2021-09-22,Experian,702,5,60
5439,5686,5439,2020-03-29,Experian,709,4,34
5440,2504,5440,2020-06-09,Equifax,616,5,
5441,4081,5441,2021-10-08,TransUnion,753,0,45
5442,10661,5442,2023-10-08,Equifax,713,3,
5443,7550,5443,2024-03-26,Experian,665,3,
5444,7532,5444,2022-12-04,Experian,737,2,54
5445,11535,5445,2022-05-08,TransUnion,735,3,
5446,14963,5446,2022-06-15,Experian,660,5,6
5447,11555,5447,2020-03-25,Equifax,586,2,19
5448,725,5448,2023-02-22,Experian,720,0,
5449,7461,5449,2021-11-15,Equifax,708,2,12
5450,8869,5450,2020-03-01,Experian,714,5,
5451,10485,5451,2021-04-10,Experian,738,2,
5452,5077,5452,2022-05-25,TransUnion,595,5,
5453,13024,5453,2021-11-14,Experian,658,2,
5454,9057,5454,2023-11-10,TransUnion,676,0,
5455,4642,5455,2022-10-02,TransUnion,702,3,
5456,2305,5456,2021-07-08,Experian,718,1,
5457,12487,5457,2022-09-17,TransUnion,716,1,
5458,8861,5458,2021-03-08,Experian,691,2,
5459,1974,5459,2022-05-15,Equifax,741,1,4
5460,6758,5460,2022-07-26,Experian,672,0,
5461,3811,5461,2023-03-08,Experian,588,4,64
5462,1998,5462,2024-02-02,Experian,742,1,
5463,13592,5463,2022-04-02,Equifax,762,4,58
5464,13973,5464,2020-12-31,TransUnion,702,3,8
5465,2234,5465,2020-08-08,Experian,713,4,14
5466,9956,5466,2023-09-18,Experian,731,1,19
5467,3599,5467,2020-12-26,TransUnion,677,4,33
5468,10317,5468,2022-09-23,TransUnion,792,3,71
5469,11515,5469,2022-03-02,Equifax,700,2,48
5470,5000,5470,2023-08-12,Equifax,650,0,
5471,12300,5471,2022-12-03,Equifax,825,2,
5472,7705,5472,2021-05-04,Experian,694,0,
5473,11877,5473,2022-07-20,Equifax,642,1,24
5474,5570,5474,2022-05-11,TransUnion,589,3,
5475,14838,5475,2022-06-10,Experian,693,4,41
5476,344,5476,2021-06-02,Equifax,850,0,10
5477,14946,5477,2022-04-15,TransUnion,772,0,
